report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response,review_label,review_notes,manual_label,manual_notes
688400_凌云光_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,董事会成员 | 职务 | 战略与可持续发展委员会 | 审计委员会 | 提名委员会 | 薪酬与考核委员会 姚毅 | 董事长、总经理 | √ | | | 王文涛 | 副董事长、副总经理 | | | √ | √ 杨艺 | 董事、副总经理 | | | | 赵严 | 董事、副总经理 | √ | | | 邬曦 | 董事 | | √ | | 许兴仁 | 董事 | | | | 王琨 | 独立董事 | | √ | √ | √ 西小虹 | 独立董事 | | √ | √ | √ 孙富春 | 独立董事 | √ | | |,33,688400_凌云光_2025_ESG报告:p33:b10,table,0.0000,明确列出9名成员,4,1.200,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688409_富创精密_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,1/3,比例,,公司董事会由9名董事组成，其中独立董事3名，独立董事占比达到1/3，符合监管要求及公司制度规定，为董事会决策的独立性提供了人员保障。,15,688409_富创精密_2025_ESG报告:p15:b21,paragraph,0.0000,明确给出占比数值,4,0.862,true,false,ratio_unit_from_indicator_context,filled ratio unit for fraction value supported by evidence_quote,,,,,
688509_正元地信_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,5,名,,截至 2025 年末，董事会由 5 名董事组成（其中独立董事 3 名）,7,688509_正元地信_2025_ESG报告:p7:b3,paragraph,0.0000,明确提及董事会人数,2,0.768,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688690_纳微科技_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,人,,公司董事会成员 9 人，非担任董事的高级管理人员 6 人，,45,688690_纳微科技_2025_ESG报告:p45:b2,paragraph,0.0000,明确提及董事会人数,4,0.829,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688709_成都华微_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,found,3,次,,报告期内，公司召开股东会3次、召开董事会3次，召开审计委员会4次，薪酬与考核委员会2次，提名委员会2次，战略与ESG委员会1次，独立董事专门会议1次。,18,688709_成都华微_2025_ESG报告:p18:b11,paragraph,0.0000,明确提及董事会会议次数,1,0.784,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688709_成都华微_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,3/9,比例,,报告期内，成都华微的董事会共9人，其中独立董事3人。,18,688709_成都华微_2025_ESG报告:p18:b15,paragraph,0.0000,明确给出数值,5,0.742,true,false,ratio_unit_from_indicator_context,filled ratio unit for fraction value supported by evidence_quote,,,,,
688709_成都华微_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,报告期内，公司召开股东会3次、召开董事会3次，召开审计委员会4次，薪酬与考核委员会2次，提名委员会2次，战略与ESG委员会1次，独立董事专门会议1次。,18,688709_成都华微_2025_ESG报告:p18:b11,paragraph,0.0000,明确提及股东会次数,5,0.835,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
920019_铜冠矿建_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,6,次,,召开股东会 6次，董事会8次，董事会专门委员会及独立董事专门会议18次,12,920019_铜冠矿建_2025_ESG报告:p12:b7,list,0.0000,明确提及股东会次数,5,0.809,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
300212_易华录_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,found,98,分,,"报告期内,公司开展客户满意度调查,客户满意度总体得分为98分。",31,300212_易华录_2025_ESG报告:p31:b15,paragraph,0.0000,明确数值98分,5,0.806,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
300972_万辰集团_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,found,"3,515",人,,"性别结构 | 女性员工 | 3,515",38,300972_万辰集团_2025_ESG报告:p38:b3,chart,0.0000,明确数值,5,0.762,true,false,employee_gender_unit_from_evidence,filled female employee count unit from evidence_quote,,,,,
301043_绿岛风_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,found,403,人,,性别::女性员工 | 403,24,301043_绿岛风_2025_ESG报告:p24:b2,chart,0.0000,明确数值匹配,1,0.688,true,false,employee_gender_unit_from_evidence,filled female employee count unit from evidence_quote,,,,,
301043_绿岛风_2025_ESG报告,s_patents,专利数量,S,quantitative,found,2,项,,发明专利 2,18,301043_绿岛风_2025_ESG报告:p18:b8,title,0.0000,明确提及专利数量,5,0.718,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,,,,,
600456_宝钛股份_2025_ESG报告,s_patents,专利数量,S,quantitative,found,12,项,,获授权专利12项,3,600456_宝钛股份_2025_ESG报告:p3:b5,paragraph,0.0000,明确提及授权专利数量,5,0.733,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,,,,,
600783_鲁信创投_2025_ESG报告,s_employee_total,员工总数,S,quantitative,found,260,人,,截至报告期末，公司在职员工共计260人，其中雇佣当地员工数量256人，少数民族员工1人，退伍军人员工占比2.69%。,47,600783_鲁信创投_2025_ESG报告:p47:b5,paragraph,0.0000,明确提及员工总数260人,3,0.787,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603368_柳药集团_2025_ESG报告,s_employee_total,员工总数,S,quantitative,found,5627,人,,"员工总人数 5,627",48,603368_柳药集团_2025_ESG报告:p48:b5,image,0.0000,明确数值,2,0.702,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688051_佳华科技_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,found,160,人,,女性员工 160 人,39,688051_佳华科技_2025_ESG报告:p39:b4,paragraph,0.0000,明确数值,2,0.690,true,false,employee_gender_unit_from_evidence,filled female employee count unit from evidence_quote,,,,,
688613_奥精医疗_2025_ESG报告,s_employee_total,员工总数,S,quantitative,found,281,人,,截至目前，公司在全球范围内的员工总数达到 281 人，与以往同期相比，增长了 3.69%。,19,688613_奥精医疗_2025_ESG报告:p19:b3,paragraph,0.0000,明确数值281,2,0.748,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
920029_开发科技_2025_ESG报告,s_patents,专利数量,S,quantitative,found,39,项,,公司申请专利总数量52件，其中发明专利39件、外观设计专利2件、实用新型专利11件，持续夯实技术壁垒。,19,920029_开发科技_2025_ESG报告:p19:b4,paragraph,0.0000,明确提及专利数量52件,5,0.924,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,,,,,
600396_华电辽能_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,4,次,,提请召开股东大会4次，17项议案全部通过，决策效率与科学性持续提升。,10,600396_华电辽能_2025_ESG报告:p10:b2,paragraph,0.9500,明确提及4次股东大会,3,0.764,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600480_凌云股份_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,7,名,,董事会由7名成员组成，其中4名外部董事（外部董事中3名为独立董事),20,600480_凌云股份_2025_ESG报告:p20:b10,paragraph,0.9500,明确提及董事会人数为7,3,0.822,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600516_方大炭素_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,报告期内，公司共召开股东会会议3次，审议议案21项；董事会会议11次，审议议案37项；独立董事专门会议2次、董事会各专门委员会会议9次。,7,600516_方大炭素_2025_ESG报告:p7:b3,paragraph,0.9500,明确提及股东会会议3次,5,0.924,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600713_南京医药_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,·共召开股东会 3次，其中年度股东会 1次，临时股东会 2次,13,600713_南京医药_2025_ESG报告:p13:b7,list,0.9500,明确提及股东会次数,5,0.813,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600877_电科芯片_2025_ESG暨社会责任报告,g_board_diversity,董事会多元化,G,quantitative,found,9,名,,董事会规范高效运行，全面提升董事会建设质量。电科芯片重视董事会成员的多元化，由9名具有不同行业与学术背景的董事组成；设有4名独立董事，充分发挥独立董事在参与决策、监督制衡、专业咨询等方面作用，维护公司整体利益和全体股东尤其是中小股东的合法权益。,6,600877_电科芯片_2025_ESG暨社会责任报告:p6:b11,paragraph,0.9500,明确提及9名董事,1,0.886,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600877_电科芯片_2025_ESG暨社会责任报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,4,名,,董事会由9名董事组成(非独立董事5人、独立董事4人),6,600877_电科芯片_2025_ESG暨社会责任报告:p6:b6,paragraph,0.9500,明确提及独立董事4人,5,0.821,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600877_电科芯片_2025_ESG暨社会责任报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,2025年，电科芯片召开1次年度股东会，2次临时股东会，共审议通过17项议案。,6,600877_电科芯片_2025_ESG暨社会责任报告:p6:b8,paragraph,0.9500,明确提及年度和临时股东会次数,5,0.816,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600919_江苏银行_2025_可持续发展报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,报告期内，本行举行2024年度暨2025年一季度业绩交流会、2025年半年度业绩说明会、2025年三季度业绩说明会，召开股东大会3次，向与会投资者介绍本行经营情况和战略规划，并对市场重点关心的绿色金融目标、股东权益、公司治理等问题逐一解答。,8,600919_江苏银行_2025_可持续发展报告:p8:b31,paragraph,0.9500,明确提及股东大会3次,3,1.048,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
600996_贵广网络_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,2025年，公司共组织召开3次股东会、7次董事会、15次董事会专门委员会、4次独立董事专门会议。,10,600996_贵广网络_2025_ESG报告:p10:b1,paragraph,0.9500,明确提及3次股东会,4,0.868,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603291_联合水务_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,人,,报告期内，公司董事会成员共9人，其中3名为独立董事，独立董事占比达33.33%。,45,603291_联合水务_2025_ESG报告:p45:b33,paragraph,0.9500,明确提及董事会成员共9人,4,0.822,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603333_尚纬股份_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,召开股东会会议3次,57,603333_尚纬股份_2025_ESG报告:p57:b6,table,0.9500,明确提及股东会会议次数,4,0.740,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603368_柳药集团_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,7,人,,公司董事会成员7人，其中非独立董事4人（含1名职工代表董事），独立董事3人，独立董事占董事会成员达到三分之一以上。,17,603368_柳药集团_2025_ESG报告:p17:b10,paragraph,0.9500,明确提及董事会成员7人,3,0.809,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603373_安邦护卫_2025_ESG暨社会责任报告,g_board_meetings,董事会会议次数,G,quantitative,found,9,次,,报告期内，公司董事会召开了9次会议，审计委员会召开了5次会议，提名委员会召开了3次会议，薪酬与考核委员会召开了4次会议，战略与投资委员会召开了3次会议，法治与合规委员会召开了4次会议，各董事会成员专门委员会委员的会议出席率均为100%。,11,603373_安邦护卫_2025_ESG暨社会责任报告:p11:b9,paragraph,0.9500,明确提及董事会会议次数,3,0.906,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603373_安邦护卫_2025_ESG暨社会责任报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,4,名,,公司董事会由11名董事组成，设董事长1名，独立董事4名。,10,603373_安邦护卫_2025_ESG暨社会责任报告:p10:b10,paragraph,0.9500,明确提及独立董事4名,5,0.823,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
603717_天域生物_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,5,次,,股东会 | 董事会 | 审计委员会 | 提名委员会 5次 | 15次 | 8次 | 2次,9,603717_天域生物_2025_ESG报告:p9:b7,table,0.9500,明确提及股东会召开5次,5,0.905,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688226_威腾电气_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,found,10,次,,公司董事会召开 10 次；共审议、听取议案 98 项；董事会成员出席率 100%。,54,688226_威腾电气_2025_ESG报告:p54:b7,paragraph,0.9500,明确提及董事会会议次数,3,0.738,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688509_正元地信_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,3,名,,截至 2025 年末，董事会由 5 名董事组成（其中独立董事 3 名）,7,688509_正元地信_2025_ESG报告:p7:b3,paragraph,0.9500,明确提及独立董事数量,2,0.743,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
688613_奥精医疗_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,公司董事会由 9 名董事构成，其中包括 3 名独立董事、3 名女性董事，人员结构兼具专业性与多元化特点。,14,688613_奥精医疗_2025_ESG报告:p14:b7,paragraph,0.9500,明确提及董事会人数为9,2,0.797,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,,,,,
920299_灿能电力_2025_可持续发展报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,2/6,比例,,公司董事会由6名成员组成，其中包括4名非独立董事与2名独立董事，独立董事占比达三分之一。,23,920299_灿能电力_2025_可持续发展报告:p23:b4,paragraph,0.9500,明确给出独立董事人数和总人数,5,0.887,true,false,ratio_unit_from_indicator_context,filled ratio unit for fraction value supported by evidence_quote,,,,,
000016_深康佳Ａ_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司及下属单位未发生环境违法违规及重大环境事件,未发生环境违法违规及重大环境事件,15,000016_深康佳Ａ_2025_ESG报告:p15:b5,paragraph,0.0000,明确提及未发生环境违法违规事件,1,0.718,false,false,none,,,,,,
000825_太钢不锈_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告中明确披露环保处罚事件为0件，表明无环境处罚记录。,环保处罚事件 | 件 | 0 | 0 | 0,47,000825_太钢不锈_2025_可持续发展报告:p47:b1,table,0.0000,明确披露0件,2,0.888,false,false,none,,,,,,
001322_箭牌家居_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,供应商准入要求包含近三年无重大环保处罚,所有准入供应商均满足“近三年无重大环保处罚”、“签订社会责任承诺书”等关键ESG 指标要求,54,001322_箭牌家居_2025_ESG报告:p54:b7,paragraph,0.0000,明确提及无重大环保处罚要求,1,0.795,false,false,none,,,,,,
002079_苏州固锝_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,全年无环境违法事件,全年无环境违法事件,8,002079_苏州固锝_2025_ESG报告:p8:b39,list,0.0000,明确披露无环境违法事件,1,0.654,false,false,none,,,,,,
002627_三峡旅游_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司明确披露环境法规趋严可能导致行政处罚，已制定应对策略。,"环境法规的不断趋严可能导致公司面临更高的合规成本,未遵守政策会导致行政处罚。",16,002627_三峡旅游_2025_ESG报告:p16:b6,table,0.0000,明确提及环境处罚风险,1,0.775,false,false,none,,,,,,
002692_远程股份_2026_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未因环境违法违规被环保部门调查，不存在行政处罚或刑事处罚。,报告期内，公司未因环境违法违规被环保部门调查，不存在行政处罚或刑事处罚。,21,002692_远程股份_2026_ESG报告:p21:b8,paragraph,0.0000,明确披露无处罚,1,0.788,false,false,none,,,,,,
300376_易事特_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生因环境违法导致的行政处罚或重大环境风险事件。,报告期内，公司各类污染物排放均满足国家及地方相关标准要求，未发生因环境违法导致的行政处罚或重大环境风险事件。,29,300376_易事特_2025_可持续发展报告:p29:b5,paragraph,0.0000,明确提及未发生环境处罚,2,0.778,false,false,none,,,,,,
300982_苏文电能_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告披露2025年环境违规处罚事件0起，表明无环境处罚发生。,环境违规处罚事件0起,31,300982_苏文电能_2025_ESG报告:p31:b7,table,0.0000,明确披露0起处罚,1,0.690,false,false,none,,,,,,
600406_国电南瑞_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生环境违法违规及入刑事件，无突发重大环境事件。,环境违法违规及入刑事件0起 突发重大环境事件0起,48,600406_国电南瑞_2025_ESG报告:p48:b7,list,0.0000,明确披露0起事件,1,0.778,false,false,none,,,,,,
600651_飞乐音响_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司2025年未发生环境违法违规及入刑事件,2025年，公司未发生突发重大环境事件，无环境违法违规及入刑事件。,33,600651_飞乐音响_2025_可持续发展报告:p33:b3,paragraph,0.0000,明确披露无环境违法违规事件,1,0.741,false,false,none,,,,,,
600963_岳阳林纸_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告期内未发生环保处罚,报告期内，岳阳林纸未发生任何生态环境违法违规行为、环保处罚及环境突发事件。,29,600963_岳阳林纸_2025_ESG报告:p29:b3,paragraph,0.0000,明确披露无处罚,2,0.769,false,false,none,,,,,,
601118_海南橡胶_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告期内无环境处罚,报告期内无有效投诉及环境处罚。,44,601118_海南橡胶_2025_ESG报告:p44:b23,paragraph,0.0000,明确披露无处罚,1,0.690,false,false,none,,,,,,
601555_东吴证券_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生环境违规事件及重大行政处罚,报告期内，公司未发生突发重大环境违规事件，且未有因环境事件受到生态环境等有关部门重大行政处罚或被追究刑事责任的情况。,15,601555_东吴证券_2025_可持续发展报告:p15:b2,paragraph,0.0000,明确披露无处罚,2,0.812,false,false,none,,,,,,
603051_鹿山新材_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生重大环境违法违规事件，环境管理运行平稳合规。,报告期内，公司环境管理运行平稳合规，未发生任何重大环境违法违规事件，环境风险始终处于可控状态。,19,603051_鹿山新材_2025_ESG报告:p19:b13,paragraph,0.0000,明确披露未发生环境处罚,2,0.795,false,false,none,,,,,,
603260_合盛硅业_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生重大环境违法违规事件,2025年，公司未发生重大环境违法违规事件。,23,603260_合盛硅业_2025_可持续发展报告:p23:b1,paragraph,0.0000,明确披露未发生环境处罚,1,0.740,false,false,none,,,,,,
603368_柳药集团_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司全年无因环境违法受到环境保护部门的行政处罚。,公司及下属子公司均不属于高污染企业和重点排污单位，且能严格遵守国家有关环境保护的法律法规，针对性的开展环境保护和节能减排工作，全年无违反环保法律法规的行为和污染事故，无因环境违法受到环境保护部门的行政处罚。,63,603368_柳药集团_2025_ESG报告:p63:b1,paragraph,0.0000,明确提及无环境处罚,1,0.874,false,false,none,,,,,,
603918_金桥信息_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司明确披露环境违规违法事件为零，确保合规经营。,"环境违规违法事件为零,确保合规经营",33,603918_金桥信息_2025_ESG报告:p33:b15,table,0.0000,明确披露环境违规违法事件为零,1,0.752,false,false,none,,,,,,
603979_金诚信_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告披露环境违规事件/环保事故0起，表明无环境处罚记录。,环境违规事件/环保事故0起,31,603979_金诚信_2025_ESG报告:p31:b8,image,0.0000,明确披露无环境处罚,2,0.859,false,false,none,,,,,,
688015_交控科技_2025_ESG暨社会责任报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司全年未发生环保处罚，环境绩效合规。,全年未发生环境污染事件或环保处罚，环境绩效保持持续稳定合规的良好态势。,34,688015_交控科技_2025_ESG暨社会责任报告:p34:b29,paragraph,0.0000,明确提及环保处罚为0,2,0.784,false,false,none,,,,,,
688439_振华风光_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司全年未发生环境违法违规事件及行政处罚,全年未发生环境违法违规事件、重大环境污染事故及相关行政处罚。,6,688439_振华风光_2025_ESG报告:p6:b6,paragraph,0.0000,明确披露未发生处罚,3,0.768,false,false,none,,,,,,
688613_奥精医疗_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司严格遵守环境保护相关法律法规，未发生环境违法行为及环境污染事故，无环保行政处罚记录。,未发生任何环境违法行为及环境污染事故，无环保行政处罚记录,33,688613_奥精医疗_2025_ESG报告:p33:b11,paragraph,0.0000,明确提及无环保行政处罚记录,1,0.800,false,false,none,,,,,,
920001_纬达光电_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告中明确披露无重大环境违法违规行为,重大环境违法违规行为 | 次 | 0,28,920001_纬达光电_2025_ESG报告:p28:b5,table,0.0000,证据明确显示0次,3,0.818,false,false,none,,,,,,
920019_铜冠矿建_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司明确披露未发生环境违法违规及入刑事件，未发生突发重大环境事故。,未发生任何环境违法违规及入刑事件，未发生突发重大环境事故。,4,920019_铜冠矿建_2025_ESG报告:p4:b6,paragraph,0.0000,明确提及未发生环境违规事件,4,0.809,false,false,none,,,,,,
920122_中纺标_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,公司未发生环境违规事件及投诉事件，未发生因污染物排放受到重大行政处罚或者被追究刑事责任的情况。,2025年度按法规运行管理环境影响，未发生环境违规事件及投诉事件，未发生因污染物排放受到重大行政处罚或者被追究刑事责任的情况。,29,920122_中纺标_2025_ESG报告:p29:b2,paragraph,0.0000,明确提及未发生环境处罚,1,0.811,false,false,none,,,,,,
920299_灿能电力_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,报告中明确披露环保处罚事件为0起，表明无环境处罚事件发生。,环保处罚事件 | 起 | | 0,38,920299_灿能电力_2025_可持续发展报告:p38:b11,table,0.0000,明确披露环保处罚事件为0,2,0.789,false,false,none,,,,,,
000016_深康佳Ａ_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,36.54,吨,,化学需氧量排放量 | 36.54 吨 | ↓ 8.13%,17,000016_深康佳Ａ_2025_ESG报告:p17:b24,table,0.0000,明确数值,2,0.789,false,false,none,,,,,,
000503_国新健康_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,308.22,吨二氧化碳当量,,温室气体排放总量(范围一和范围二) | 吨二氧化碳当量 | 308.22 | 338.08,34,000503_国新健康_2025_ESG报告:p34:b6,table,0.0000,明确数值匹配,2,0.841,false,false,none,,,,,,
000547_航天发展_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,1576720000,毫克,,"氨氮排放总量 | 毫克 | 820,473,000 | 1,688,165,000 | 1,576,720,000",44,000547_航天发展_2025_ESG报告:p44:b3,table,0.0000,明确数值,2,0.933,false,false,none,,,,,,
000547_航天发展_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,"2,859,367,000",毫克,,"化学需氧量（COD）总量 2,859,367,000毫克",35,000547_航天发展_2025_ESG报告:p35:b12,paragraph,0.0000,明确数值匹配,3,0.867,false,false,none,,,,,,
000557_西部创业_2025_可持续发展报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,"96,180",吨,,"废水排放总量 | 96,180吨 | 全部资源化利用",22,000557_西部创业_2025_可持续发展报告:p22:b15,table,0.0000,明确数值,1,0.759,false,false,none,,,,,,
000557_西部创业_2025_可持续发展报告,e_cod,化学需氧量排放量,E,quantitative,found,"96,180",吨,,"废水排放总量 | 96,180吨 | 全部资源化利用",22,000557_西部创业_2025_可持续发展报告:p22:b15,table,0.0000,明确数值匹配,1,0.775,false,false,none,,,,,,
000598_兴蓉环境_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,"43,915.86",吨,,"氨氮(NH3-N)削减量 | 吨 | 43,915.86",35,000598_兴蓉环境_2025_ESG报告:p35:b14,table,0.0000,明确数值,2,0.834,false,false,none,,,,,,
000758_中色股份_2025_ESG暨社会责任报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.30,吨,,氨氮排放量 | 吨 | 0.30 | 0.19 | 3.07,50,000758_中色股份_2025_ESG暨社会责任报告:p50:b5,table,0.0000,明确数值,2,0.818,false,false,none,,,,,,
000758_中色股份_2025_ESG暨社会责任报告,e_cod,化学需氧量排放量,E,quantitative,found,10.80,吨,,化学需氧量排放量 | 吨 | 10.80 | 9.92 | 16.75,50,000758_中色股份_2025_ESG暨社会责任报告:p50:b5,table,0.0000,明确数值和单位,3,0.846,false,false,none,,,,,,
000758_中色股份_2025_ESG暨社会责任报告,e_ghg_total,温室气体排放总量,E,quantitative,found,79.20,万吨二氧化碳当量,,温室气体排放总量 | 万吨二氧化碳当量 | 79.20 | 72.26 | 74.53,50,000758_中色股份_2025_ESG暨社会责任报告:p50:b5,table,0.0000,明确数值匹配,1,0.861,false,false,none,,,,,,
000777_中核科技_2025_ESG暨社会责任报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.117,吨,,氨氮( $NH_3$ -N) | 吨 | 0.117,50,000777_中核科技_2025_ESG暨社会责任报告:p50:b3,table,0.0000,明确数值匹配,1,0.834,false,false,none,,,,,,
000881_中广核技_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,1.94,吨,,废水中氨氮(NH3-N)排放量3 | 吨 | 2.89 | 1.66 | 1.94,47,000881_中广核技_2025_ESG报告:p47:b2,table,0.0000,明确数值,2,0.864,false,false,none,,,,,,
000881_中广核技_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,53.42,吨,,废水中化学需氧量(COD)排放量3 | 吨 | 41.46 | 11.45 | 53.42,47,000881_中广核技_2025_ESG报告:p47:b2,table,0.0000,明确数值,2,0.870,false,false,none,,,,,,
000881_中广核技_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"140,841.94",吨二氧化碳,,"温室气体排放总量140,841.94吨二氧化碳，较2024年下降0.02%",18,000881_中广核技_2025_ESG报告:p18:b2,list,0.0000,明确数值匹配,2,0.874,false,false,none,,,,,,
000968_蓝焰控股_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"173,191.41",吨二氧化碳当量,,"温室气体排放总量 | 吨二氧化碳当量 | 173,191.41",22,000968_蓝焰控股_2025_ESG报告:p22:b12,table,0.0000,明确数值匹配,2,0.817,false,false,none,,,,,,
001322_箭牌家居_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,21.83,万吨,,2025 年，公司碳排放总量为21.83 万吨，较 2024 年减少7.39 万吨。,25,001322_箭牌家居_2025_ESG报告:p25:b12,paragraph,0.0000,明确数值和单位,1,0.794,false,false,none,,,,,,
