report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response
002886_沃特股份_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0.0000,,0,0.002,false,false,none,,
002886_沃特股份_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,公司严格执行国家生态保护要求，开展生态影响评价，避免涉及生态敏感区，保护生物多样性。,我们深知保护自然资源和生物多样性的重要性，严格执行国家生态保护相关要求。在项目建设选址阶段根据《环境影响评价技术导则－生态影响》等规定，组织开展生态影响评价工作，实现建设初期即避免涉及国家公园、自然保护区、生态保护红线等特殊或重要生态敏感区，并采取有效措施降低对生态环境的扰动，保护生物多样性。,20,002886_沃特股份_2025_ESG报告:p20:b28,paragraph,0.0000,明确披露保护措施,4,0.972,false,false,none,,
002886_沃特股份_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司通过生物基聚酰胺、PCR环保材料实现规模化应用，回收碳纤维材料赋能机器人产业降碳，为电子、光伏、半导体、通讯、新能源汽车、低空飞行器、机器人等下游产业提供低碳解决方案。,生物基聚酰胺、PCR环保材料实现规模化应用，回收碳纤维材料赋能机器人产业降碳。重庆基地绿色产能持续释放，全生产线推行清洁生产工艺，从源头减少碳足迹。通过产品全生命周期环境管理，为电子、光伏、半导体、通讯、新能源汽车、低空飞行器、机器人等下游产业提供低碳解决方案,3,002886_沃特股份_2025_ESG报告:p3:b4,paragraph,0.0000,明确提及绿色产品应用,5,1.128,false,false,none,,
002886_沃特股份_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,通过倡导绿色办公、践行生物多样性保护相关举措，持续营造全员参与、人与自然和谐共生的企业文化氛围。,我们高度重视环保工作，通过倡导绿色办公、践行生物多样性保护相关举措，持续营造全员参与、人与自然和谐共生的企业文化氛围。,20,002886_沃特股份_2025_ESG报告:p20:b15,paragraph,0.0000,明确提及绿色办公,5,0.873,false,false,none,,
002886_沃特股份_2025_ESG报告,s_employee_total,员工总数,S,quantitative,missing,,,,,,,,0.0000,,2,0.536,false,false,none,,
002886_沃特股份_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,missing,,,,,,,,0.0000,,2,0.547,false,false,none,,
002886_沃特股份_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,found,,,构建多元化薪酬结构，优化三大核心制度，打造涵盖物质关怀与精神激励的立体化福利体系，提供高温补贴、生日礼遇等专项福利及团队建设活动。,构建多元化薪酬结构。持续优化《薪酬管理制度》《绩效考核管理制度》《激励制度》三大核心制度，明确定薪依据，确保薪酬体系兼具内部公平性与外部竞争力。打造涵盖物质关怀与精神激励的立体化福利体系，提供夏季高温补贴、生日礼遇、外派津贴等专项福利，定期组织团队建设活动、主题社交聚会，并设计节日特色福利包。,30,002886_沃特股份_2025_ESG报告:p30:b40,paragraph,0.0000,直接引用核心内容,5,1.060,false,false,none,,
002886_沃特股份_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,found,,,公司建立闭环式绩效管理体系，设立绩效申诉渠道，保障员工权益，维护考核公正性。,构建闭环式绩效管理体系，定期开展绩效沟通会及绩效评审会，确保评估过程透明、结果有效。设立绩效申诉渠道，充分保障员工权益，维护考核公正性。,31,002886_沃特股份_2025_ESG报告:p31:b11,list,0.9500,证据明确提及保障员工权益,3,0.888,false,false,none,,
002886_沃特股份_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,公司制定《董事会成员多元化政策》，在董事选聘中考量多元因素，女性董事及高管占比22%，建立制度保障平等机会。,公司制定《董事会成员多元化政策》等文件，在董事选聘中考量专业经验、技能、知识、任期、地区、文化、教育背景、性别及年龄等多元化因素，持续优化董事会构成。董事会成员具备与公司战略发展相匹配的多元化专业背景，复合型专业知识结构为董事会在公司治理、战略规划、重大投融资决策及合规风控等方面作出专业审慎判断提供坚实支撑。此外，在管理层建设方面，公司持续推动管理团队多元化发展，报告期内，女性董事及高级管理人员占比22%。,9,002886_沃特股份_2025_ESG报告:p9:b1,paragraph,0.0000,明确提及多元化政策及女性占比,5,1.139,false,false,none,,
002886_沃特股份_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,found,,,公司构建了完善的职业健康管理体系，通过成立安全生产委员会、制定多项制度、实施EHS管理及安全绩效考核，确保职业健康合规与落实。,成立由董事会及公司经营层负责的安全生产委员会，设立专职安全管理部门统筹职业健康与安全生产工作，明确董事会、高级管理层、执行部门三级管理架构的角色与权责，并要求相关人员具备安全生产与职业健康方面的专业技能与从业能力。,32,002886_沃特股份_2025_ESG报告:p32:b12,list,0.0000,证据明确披露职业健康管理体系,5,0.957,false,false,none,,
002886_沃特股份_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,成立安全生产委员会，建立三级管理架构，制定多项安全生产制度，实施EHS管理体系，将安全绩效纳入考核，符合A级标准化体系要求。,成立由董事会及公司经营层负责的安全生产委员会，设立专职安全管理部门统筹职业健康与安全生产工作，明确董事会、高级管理层、执行部门三级管理架构的角色与权责，并要求相关人员具备安全生产与职业健康方面的专业技能与从业能力。制定安全生产考核、安全生产目标管理、安全生产投入、隐患排查、应急救援、重大危险源等制度体系。依据国家《企业安全生产标准化基本规范》及行业标准，建立并运行A级标准化体系，推动安全管理规范化、系统化和精细化。,32,002886_沃特股份_2025_ESG报告:p32:b12,list,0.0000,明确披露安全生产机制,5,1.153,false,false,none,,
002886_沃特股份_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0.0000,,1,0.483,false,false,none,,
002886_沃特股份_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,found,,,公司建立完善质量管理体系，确立董事会负责、总经理为最高管理者、品管部具体负责的架构，通过ISO 9001等认证，制定多项质量管理制度，强化全流程质量检验与管控。,我们始终将质量置于发展战略的核心位置，确立董事会负责、总经理为质量管理最高管理者、品管部具体负责的质量管治架构，并通过ISO 9001、IATF 16949、IECQ QC 080000等质量管理体系认证，严格遵守《中华人民共和国产品质量法》等法律法规，制定《质量手册》《工艺管理程序》《产品检验控制程序》《不合格品控制程序》等质量管理制度，每年明确质量目标和达成计划，强化质量考核落地，筑牢质量管理基础。,24,002886_沃特股份_2025_ESG报告:p24:b17,paragraph,0.0000,明确披露质量管理体系,5,1.194,false,false,none,,
002886_沃特股份_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,missing,,,,,,,,0.0000,明确数值 conservative_missing,5,0.818,false,false,conservative_missing,customer satisfaction requires an explicit satisfaction/NPS numeric value,
002886_沃特股份_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,missing,,,,,,,,0.0000,明确数值 conservative_missing,5,0.825,false,false,conservative_missing,"customer complaint evidence is a rate/process metric, not complaint count",
002886_沃特股份_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司制定并实施《信息安全管理制度》，明确职责分工、资产管控、访问权限、日常运维与安全培训，未发生重大信息泄露事件。,我们高度重视自身及客户的信息安全问题，严格遵守《中华人民共和国数据安全法》等法律法规，制定并实施《信息安全管理制度》，明确职责分工、资产管控、访问权限、日常运维与安全培训事宜，筑牢信息安全防线。报告期内，公司未发生重大信息泄露或网络安全事件。,11,002886_沃特股份_2025_ESG报告:p11:b23,paragraph,0.9500,明确披露制度及无事件,5,1.029,false,false,none,,
002886_沃特股份_2025_ESG报告,s_research_development,研发投入,S,quantitative,found,1.2,亿元,,2025年研发投入1.2亿元，累计专利达434件，7家公司获评高新技术企业，5家公司获评专精特新。,3,002886_沃特股份_2025_ESG报告:p3:b5,paragraph,0.9500,明确提及研发投入金额,5,0.940,false,false,none,,
002886_沃特股份_2025_ESG报告,s_patents,专利数量,S,quantitative,found,434,项,,拥有授权专利 434项，其中近半数为国际发明专利,28,002886_沃特股份_2025_ESG报告:p28:b11,paragraph,0.0000,明确数值,5,0.810,false,false,none,,
002886_沃特股份_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,公司通过《供应商管理控制程序》构建全生命周期管理机制，涵盖开发、准入、评估、退出环节，确保供应链稳定。,通过《供应商管理控制程序》，构建覆盖开发、准入、评估、退出的全生命周期管理机制，深化与供应商战略合作，确保供应链稳定与生产平稳运行。,35,002886_沃特股份_2025_ESG报告:p35:b3,paragraph,0.9500,明确披露管理程序及机制,5,0.872,false,false,none,,
002886_沃特股份_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,missing,,,,,,,,0.0000,,3,0.619,false,false,none,,
002886_沃特股份_2025_ESG报告,s_volunteer_hours,志愿服务时长,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002886_沃特股份_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,missing,,,,,,,,0.0000,,1,0.567,false,false,none,,
002886_沃特股份_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司建立《人力资源管理制度》《员工手册》等规章制度，依法签订劳动合同，确保员工平等权益，防止童工和强制劳动。,我们严格遵守法律法规，建立《人力资源管理制度》《员工手册》等规章制度，依法签订劳动合同，贯彻落实劳工准则，确保员工在招聘、工作中不因民族、种族、性别、宗教信仰等因素而受到歧视；同时为员工提供多元化的工作机会，保障员工平等权益。,30,002886_沃特股份_2025_ESG报告:p30:b3,paragraph,0.0000,明确披露制度与措施,4,0.907,false,false,none,,
002886_沃特股份_2025_ESG报告,g_board_size,董事会人数,G,quantitative,missing,,,,,,,,0.0000,,5,0.538,false,false,none,,
002886_沃特股份_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,67,%,,战略委员会独立董事人数 2人，占比 67%，召开会议次数 1次,9,002886_沃特股份_2025_ESG报告:p9:b7,paragraph,0.9500,明确提及占比67%,5,0.780,false,false,none,,
002886_沃特股份_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,22%,%,女性董事及高级管理人员占比22%,报告期内，女性董事及高级管理人员占比22%。,9,002886_沃特股份_2025_ESG报告:p9:b1,paragraph,0.0000,明确提及占比22%,5,0.768,false,false,none,,
002886_沃特股份_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,missing,,,,,,,,0.0000,,2,0.515,false,false,none,,
002886_沃特股份_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,missing,,,,,,,,0.0000,,5,0.562,false,false,none,,
002886_沃特股份_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,found,true,,公司建立董事会为最高决策与监督机构的气候治理架构，将气候相关议题系统纳入ESG治理体系。,建立以董事会为最高决策与监督机构的气候治理架构，将气候相关议题系统纳入公司ESG治理体系，自上而下推动监督与管理落地，形成职责清晰、运行有效的管理与监督机制。,13,002886_沃特股份_2025_ESG报告:p13:b3,paragraph,0.0000,明确披露治理架构,4,0.945,false,false,none,,
002886_沃特股份_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,found,,,沃特股份致力于成为世界一流的材料方案提供者，推动中国制造业高质量发展，服务国家战略全局，实现可持续发展目标。,站在新的发展起点，沃特股份将持续深化平台化战略，加快绿色创新与技术突破，以更坚定的决心，更务实的行动，深耕材料未来，向着“成为世界一流的材料方案提供者”的愿景稳步前行，为推动中国制造业高质量发展、服务国家战略全局、实现可持续发展目标贡献更多力量。,3,002886_沃特股份_2025_ESG报告:p3:b7,paragraph,0.0000,明确提及战略目标,5,0.943,false,false,none,,
002886_沃特股份_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司通过问卷调研等方式开展内外部利益相关方沟通，了解关注点并筛选关键议题进行披露。,我们遵循重要性议题分析流程，开展内外部利益相关方问卷调研，了解各利益相关方对公司可持续发展工作的关注点，最终筛选出11个关键重要性议题并在报告中进行重点披露。,6,002886_沃特股份_2025_ESG报告:p6:b19,paragraph,0.0000,明确提及利益相关方沟通方式,5,0.946,false,false,none,,
002886_沃特股份_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司建立了反腐败机制，包括三级治理架构、举报处理流程及制度保障。,我们构建了由董事会监督、高级管理层统筹、审计部及相关职能部门执行的三级治理架构，审计部作为反贪污反腐败管理的专门部门，负责反腐倡廉宣贯、举报受理、线索跟进、监督检查及日常管理协调。,10,002886_沃特股份_2025_ESG报告:p10:b23,paragraph,0.0000,明确披露反腐败机制,5,0.950,false,false,none,,
002886_沃特股份_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,0.0000,,3,0.545,false,false,none,,
002886_沃特股份_2025_ESG报告,g_compliance_management,合规管理,G,boolean,found,true,,公司建立了反垄断与公平竞争合规管理的三级治理架构及角色分工，明确董事会监督、高级管理层统筹、执行层落实的机制。,我们已明确反垄断与公平音争合规管理的三级治理架构及角色分工：董事会作为监督层，对反垄断与公平音争合规管理承担监督职责；高级管理层作为管理层，负责统筹推进相关合规工作；法务、采购、人力资源、审计部等相关部门作为执行层，负责制度落实、风险识别、培训宣导、监督检查及信息报送。,11,002886_沃特股份_2025_ESG报告:p11:b2,paragraph,0.9500,明确披露三级治理架构,5,1.101,false,false,none,,
002886_沃特股份_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,found,true,,公司建立董事会监督、高级管理层统筹、审计部执行的三级风险管理体系，参照TCFD、GRI、ISSB等国际标准构建ESG风险管理体系。,我们结合行业特点与经营实际，系统梳理并披露在环境，社会，治理方面面临的主要ESG风险，并建立常态化风险识别、评估、应对与监测机制，实现对ESG风险的全流程监管。董事会对ESG风险管理工作负有最终监督责任，定期审议重大ESG风险事项与管控方案，确保风险管理融入公司治理。同时，公司参照TCFD、GRI、ISSB等国际标准构建ESG风险管理体系，持续提升风险管控的规范化与国际化水平。,6,002886_沃特股份_2025_ESG报告:p6:b13,paragraph,0.0000,明确披露风险管理体系,5,1.125,false,false,none,,
002886_沃特股份_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司明确要求供应商签署《廉洁承诺书》并定期开展反腐倡廉培训，实施商业道德持续监督。,在供应商准入流程中要求供应商签署《廉洁承诺书》定期对供应商开展反腐倡廉相关培训，确保供应商提供符合规范的产品与服务。对供应商的商业道德行为实施持续监督，包括定期审核，必要时进行尽职调查，项目审计及合规检查等，情节严重的供应商将被列入黑名单并依据公司相关制度给予处罚。,10,002886_沃特股份_2025_ESG报告:p10:b32,list,0.9500,明确披露供应商商业道德管理措施,5,1.044,false,false,none,,
002886_沃特股份_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002886_沃特股份_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司持续完善ESG信息披露机制，连续四年获评深交所信息披露A级评价，信息披露透明度高。,持续完善ESG顶层设计与治理架构，规范信息披露，连续四年获评深交所信息披露A级评价。,3,002886_沃特股份_2025_ESG报告:p3:b3,paragraph,0.0000,明确披露连续四年A级评价,5,0.857,false,false,none,,
002886_沃特股份_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,found,,,公司建立了完善的投资者关系管理机制，通过定期/不定期信息披露、股东会、投资者交流活动等多种渠道与股东保持沟通，同时获得中国上市公司协会‘上市公司2024年报业绩说明会优秀实践’及‘2025年度上市公司投资者关系水晶球奖’荣誉。,股东 | ·稳健经营·投资回报·信息公开透明 | ·定期/不定期信息披露·股东会·投资者交流活动·沟通电话与邮箱 中国上市公司协会“上市公司2024年报业绩说明会优秀实践” 2025年度上市公司投资者关系水晶球奖,5,002886_沃特股份_2025_ESG报告:p5:b25,paragraph,0.0000,直接引用证据,5,1.067,false,false,none,,
002886_沃特股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,found,,,公司制定并实施《信息安全管理制度》，明确职责分工、资产管控、访问权限、日常运维与安全培训，未发生重大信息泄露或网络安全事件。,我们高度重视自身及客户的信息安全问题，严格遵守《中华人民共和国数据安全法》等法律法规，制定并实施《信息安全管理制度》，明确职责分工、资产管控、访问权限、日常运维与安全培训事宜，筑牢信息安全防线。报告期内，公司未发生重大信息泄露或网络安全事件。,11,002886_沃特股份_2025_ESG报告:p11:b23,paragraph,0.0000,直接引用制度名称和事件结果,2,0.899,false,false,none,,
002886_沃特股份_2025_ESG报告,g_audit_committee,审计委员会,G,boolean,found,true,,审计委员会作为董事会下设专门委员会，已明确设立并规范履职。,董事会下设战略委员会、提名委员会、薪酬与考核委员会、审计委员会四大专门委员会，配套制定议事规则，保障各委员会规范履职，提升董事会决策的专业性与科学性。,8,002886_沃特股份_2025_ESG报告:p8:b10,paragraph,0.0000,明确提及审计委员会设立,4,0.831,false,false,none,,
002886_沃特股份_2025_ESG报告,g_party_building,党建工作,G,boolean,missing,,,,,,,,0.0000,,0,0.002,false,false,none,,
002886_沃特股份_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002886_沃特股份_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002886_沃特股份_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,found,2871003,千瓦时,,公司屋顶光伏发电项目合计发电2871003千瓦时，所发电力优先用于生产运营，相应减少外购电力2871003千瓦时，占公司总用电量的4.14%。,18,002886_沃特股份_2025_ESG报告:p18:b1,paragraph,0.0000,明确数值与单位,4,0.875,false,false,none,,
002886_沃特股份_2025_ESG报告,s_training,员工培训,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002886_沃特股份_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,missing,,,,,,,,0.0000,,2,0.569,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_ghg_intensity,温室气体排放强度,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_water_total,总用水量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_waste_recycling,废弃物回收利用量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,missing,,,,,,,,0.0000,,5,0.601,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司通过AI技术深度融入生态修复、绿地养护、文旅运营及林业经济，实现绿色服务多元化发展。,将AI 技术深度融入项目规划、施工、运维全流程，实现了生态修复的精准化、绿地养护的智能化、文旅运营的特色化、林业经济的低碳化,4,002887_绿茵生态_2025_ESG报告:p4:b2,paragraph,0.0000,明确提及绿色服务创新,1,0.836,false,false,none,,
002887_绿茵生态_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,公司大力推行无纸化办公，开通线上OA无纸化办公流程，提倡双面打印，加强节能环保宣传。,•大力推行无纸化办公；开通线上OA无纸化办公流程，减少纸张使用 •提倡双面打印,23,002887_绿茵生态_2025_ESG报告:p23:b19,list,0.0000,明确披露绿色办公措施,4,0.831,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_employee_total,员工总数,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,found,,,公司秉持公平公正原则，提供具有竞争力的薪酬福利，并设立专项奖励、绩效奖金及晋升机会等激励机制，激发员工积极性与创造力。,我们秉持公平、公正的原则，为员工提供具有竞争力的薪酬福利。除此之外，我们还设立了系列的激励机制，如专项奖励、绩效奖金、晋升机会等，以激发员工的工作积极性和创造力。,25,002887_绿茵生态_2025_ESG报告:p25:b16,paragraph,0.0000,明确披露薪酬福利机制,2,0.886,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,missing,,,,,,,,0.0000,,1,0.541,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,0.0000,,1,0.547,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_safety,安全生产,S,qualitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_research_development,研发投入,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_patents,专利数量,S,quantitative,found,16,项,,16项发明专利 | 159项实用新型专利,15,002887_绿茵生态_2025_ESG报告:p15:b4,table,0.0000,明确数值,5,0.711,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_supplier,供应商管理,S,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_volunteer_hours,志愿服务时长,S,quantitative,missing,,,,,,,,0.0000,,1,0.524,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,found,,,公司通过子公司森氧文旅聚焦乡村振兴业务，依托集团资源布局生态文旅与IP开发，助力乡村产业振兴与资源资产化。,公司全资子公司森氧文旅是一家文旅全产业链的综合服务商，主要聚焦城市新文旅、生态文旅、IP开发运营、乡村振兴等业务发展，依托集团资源，以及投资开发、建设运营的优势，研究城市存量资产盘活及生态资源资产化课题，全面助力乡村振兴。,21,002887_绿茵生态_2025_ESG报告:p21:b1,paragraph,0.0000,明确提及乡村振兴业务,3,0.925,false,false,none,,
002887_绿茵生态_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_board_size,董事会人数,G,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,missing,,,,,,,,0.0000,,1,0.561,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,2,次,,股东会召开次数 2次,8,002887_绿茵生态_2025_ESG报告:p8:b6,paragraph,0.9500,明确提及次数,5,0.689,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司通过现场、在线交流等多种沟通方式，与股东及其他利益相关方建立有效沟通机制，回应其期望和要求。,本报告反映了天津绿茵景观生态建设股份有限公司（以下简称“绿茵生态”或“公司”）2025年环境、社会及公司治理方面的管理、实践及绩效，旨在与各利益相关方进行有效沟通，系统地回应利益相关方的期望和要求。,3,002887_绿茵生态_2025_ESG报告:p3:b2,paragraph,0.0000,明确提及沟通机制,3,0.910,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司建立预防腐败承诺机制和举报机制，由审计部门负责落实，实施多维度反腐败措施。,绿茵生态高度重视内控管理，严格防范和控制公司的腐败风险，建立预防腐败承诺机制和举报机制，由审计部门负责落实相关机制并行使监察职责，从举报渠道、举报人保护、事后处理办法等多个维度出发，全方面打造公司反腐败的内部环境。,12,002887_绿茵生态_2025_ESG报告:p12:b1,paragraph,0.0000,明确提及反腐败机制,5,0.908,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
002887_绿茵生态_2025_ESG报告,g_compliance_management,合规管理,G,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
