sample_order,task_id,dataset_version,report_id,indicator_id,indicator_name,dimension,indicator_type,stratum,pdf_path
132,ng1-ece3b63237049b,natural-gold-v1,688279_峰岹科技_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,S/qualitative,data/raw_pdfs/688279_峰岹科技_2025_ESG报告.pdf
133,ng1-05bdc69a9adad7,natural-gold-v1,688598_金博股份_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,E/quantitative,data/raw_pdfs/688598_金博股份_2025_ESG报告.pdf
134,ng1-f3f96f4a8e0470,natural-gold-v1,600396_华电辽能_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/600396_华电辽能_2025_ESG报告.pdf
135,ng1-31e926380073ee,natural-gold-v1,688728_格科微_2025_ESG报告,g_business_ethics,商业道德,G,boolean,G/boolean,data/raw_pdfs/688728_格科微_2025_ESG报告.pdf
136,ng1-9d73aaa2e1e0f9,natural-gold-v1,002999_天禾股份_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/002999_天禾股份_2025_ESG报告.pdf
137,ng1-8024752d5891a9,natural-gold-v1,301370_国科恒泰_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,S/quantitative,data/raw_pdfs/301370_国科恒泰_2025_ESG报告.pdf
138,ng1-85d5817410a396,natural-gold-v1,600846_同济科技_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,S/quantitative,data/raw_pdfs/600846_同济科技_2025_ESG报告.pdf
139,ng1-0860e38d1db87c,natural-gold-v1,300149_睿智医药_2025_ESG报告,s_supplier,供应商管理,S,boolean,S/boolean,data/raw_pdfs/300149_睿智医药_2025_ESG报告.pdf
140,ng1-9acb8fff719884,natural-gold-v1,002849_威星智能_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,E/qualitative,data/raw_pdfs/002849_威星智能_2025_ESG报告.pdf
141,ng1-6f534ae7c9b91f,natural-gold-v1,002999_天禾股份_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,S/qualitative,data/raw_pdfs/002999_天禾股份_2025_ESG报告.pdf
142,ng1-a5aabeffb93b3d,natural-gold-v1,301073_君亭酒店_2025_ESG报告,s_training,员工培训,S,quantitative,S/quantitative,data/raw_pdfs/301073_君亭酒店_2025_ESG报告.pdf
143,ng1-c8188cc8879d01,natural-gold-v1,601555_东吴证券_2025_可持续发展报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,E/quantitative,data/raw_pdfs/601555_东吴证券_2025_可持续发展报告.pdf
144,ng1-1937986d202d7f,natural-gold-v1,600396_华电辽能_2025_ESG报告,g_business_ethics,商业道德,G,boolean,G/boolean,data/raw_pdfs/600396_华电辽能_2025_ESG报告.pdf
145,ng1-696969746afc8c,natural-gold-v1,000968_蓝焰控股_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,S/qualitative,data/raw_pdfs/000968_蓝焰控股_2025_ESG报告.pdf
146,ng1-92eb1808a5c9c0,natural-gold-v1,600021_上海电力_2025_ESG报告,e_water_total,总用水量,E,quantitative,E/quantitative,data/raw_pdfs/600021_上海电力_2025_ESG报告.pdf
147,ng1-9d158902ff4756,natural-gold-v1,601577_长沙银行_2025_可持续发展报告,s_research_development,研发投入,S,quantitative,S/quantitative,data/raw_pdfs/601577_长沙银行_2025_可持续发展报告.pdf
148,ng1-c5b3ef5a4565cd,natural-gold-v1,600261_阳光照明_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,S/qualitative,data/raw_pdfs/600261_阳光照明_2025_ESG报告.pdf
149,ng1-56ec467cd7d0ec,natural-gold-v1,601555_东吴证券_2025_可持续发展报告,e_cod,化学需氧量排放量,E,quantitative,E/quantitative,data/raw_pdfs/601555_东吴证券_2025_可持续发展报告.pdf
150,ng1-a214898ca3c816,natural-gold-v1,688515_裕太微_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,E/quantitative,data/raw_pdfs/688515_裕太微_2025_ESG报告.pdf
151,ng1-fac0998815860d,natural-gold-v1,920122_中纺标_2025_ESG报告,e_waste_recycling,废弃物回收利用量,E,quantitative,E/quantitative,data/raw_pdfs/920122_中纺标_2025_ESG报告.pdf
152,ng1-a0a2453264c49b,natural-gold-v1,002490_山东墨龙_2025_ESG报告,g_compliance_management,合规管理,G,boolean,G/boolean,data/raw_pdfs/002490_山东墨龙_2025_ESG报告.pdf
153,ng1-d8c5f4f7f615ec,natural-gold-v1,300261_雅本化学_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,S/qualitative,data/raw_pdfs/300261_雅本化学_2025_ESG报告.pdf
154,ng1-d27ba2290d6317,natural-gold-v1,600117_西宁特钢_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,E/quantitative,data/raw_pdfs/600117_西宁特钢_2025_ESG报告.pdf
155,ng1-0c1a427f286d04,natural-gold-v1,600963_岳阳林纸_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,E/quantitative,data/raw_pdfs/600963_岳阳林纸_2025_ESG报告.pdf
156,ng1-6fe1b8b01762ed,natural-gold-v1,600322_津投城开_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,S/quantitative,data/raw_pdfs/600322_津投城开_2025_ESG报告.pdf
157,ng1-3107643ab4e207,natural-gold-v1,688218_江苏北人_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,E/quantitative,data/raw_pdfs/688218_江苏北人_2025_ESG报告.pdf
158,ng1-0ded532cd52a74,natural-gold-v1,600199_金种子酒_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,S/qualitative,data/raw_pdfs/600199_金种子酒_2025_ESG报告.pdf
159,ng1-594f5b57e98e5e,natural-gold-v1,000628_高新发展_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,S/quantitative,data/raw_pdfs/000628_高新发展_2025_ESG报告.pdf
160,ng1-408cf28d05067e,natural-gold-v1,600846_同济科技_2025_ESG报告,g_board_size,董事会人数,G,quantitative,G/quantitative,data/raw_pdfs/600846_同济科技_2025_ESG报告.pdf
161,ng1-050442fcfffc61,natural-gold-v1,600025_华能水电_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,E/quantitative,data/raw_pdfs/600025_华能水电_2025_ESG报告.pdf
162,ng1-99c4e48ea2133a,natural-gold-v1,000922_佳电股份_2026_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,E/quantitative,data/raw_pdfs/000922_佳电股份_2026_ESG报告.pdf
163,ng1-789135d00eb7c0,natural-gold-v1,600779_水井坊_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,G/boolean,data/raw_pdfs/600779_水井坊_2025_ESG报告.pdf
164,ng1-f849f317c85af4,natural-gold-v1,603979_金诚信_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,G/qualitative,data/raw_pdfs/603979_金诚信_2025_ESG报告.pdf
165,ng1-44c24f31e3449f,natural-gold-v1,300547_川环科技_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,S/quantitative,data/raw_pdfs/300547_川环科技_2025_ESG报告.pdf
166,ng1-c79f57a9656b02,natural-gold-v1,688560_明冠新材_2025_ESG报告,s_training,员工培训,S,quantitative,S/quantitative,data/raw_pdfs/688560_明冠新材_2025_ESG报告.pdf
167,ng1-b457392d29e41f,natural-gold-v1,300949_奥雅股份_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,G/qualitative,data/raw_pdfs/300949_奥雅股份_2025_ESG报告.pdf
168,ng1-9b563da2ee5999,natural-gold-v1,600516_方大炭素_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,S/qualitative,data/raw_pdfs/600516_方大炭素_2025_ESG报告.pdf
169,ng1-a3c0499e84aea1,natural-gold-v1,603979_金诚信_2025_ESG报告,g_business_ethics,商业道德,G,boolean,G/boolean,data/raw_pdfs/603979_金诚信_2025_ESG报告.pdf
170,ng1-ec7f20a4810525,natural-gold-v1,688015_交控科技_2025_ESG暨社会责任报告,s_training,员工培训,S,quantitative,S/quantitative,data/raw_pdfs/688015_交控科技_2025_ESG暨社会责任报告.pdf
171,ng1-c7f5d2f33e3da9,natural-gold-v1,300832_新产业_2025_ESG报告,g_party_building,党建工作,G,boolean,G/boolean,data/raw_pdfs/300832_新产业_2025_ESG报告.pdf
172,ng1-0944e1a8f1139f,natural-gold-v1,600919_江苏银行_2025_可持续发展报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/600919_江苏银行_2025_可持续发展报告.pdf
173,ng1-2fa79f772b5409,natural-gold-v1,600009_上海机场_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,G/boolean,data/raw_pdfs/600009_上海机场_2025_ESG报告.pdf
174,ng1-0810de675e781f,natural-gold-v1,688279_峰岹科技_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,E/quantitative,data/raw_pdfs/688279_峰岹科技_2025_ESG报告.pdf
175,ng1-b487c41b77f2af,natural-gold-v1,603291_联合水务_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,G/boolean,data/raw_pdfs/603291_联合水务_2025_ESG报告.pdf
176,ng1-72ea98756d9aa6,natural-gold-v1,02676_纳芯微_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,S/qualitative,data/raw_pdfs/02676_纳芯微_2025_ESG报告.pdf
177,ng1-b6abda8df65cc1,natural-gold-v1,000503_国新健康_2025_ESG报告,s_research_development,研发投入,S,quantitative,S/quantitative,data/raw_pdfs/000503_国新健康_2025_ESG报告.pdf
178,ng1-cd2ab49be7b31a,natural-gold-v1,688503_聚和材料_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,G/qualitative,data/raw_pdfs/688503_聚和材料_2025_ESG报告.pdf
179,ng1-924c504bba9cc8,natural-gold-v1,605599_菜百股份_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,G/quantitative,data/raw_pdfs/605599_菜百股份_2025_ESG报告.pdf
180,ng1-9ffd3d1f73b14d,natural-gold-v1,600783_鲁信创投_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,E/quantitative,data/raw_pdfs/600783_鲁信创投_2025_ESG报告.pdf
181,ng1-04ea089d071532,natural-gold-v1,000598_兴蓉环境_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,S/qualitative,data/raw_pdfs/000598_兴蓉环境_2025_ESG报告.pdf
182,ng1-50b79e73d87d2f,natural-gold-v1,600850_电科数字_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,E/boolean,data/raw_pdfs/600850_电科数字_2025_ESG报告.pdf
183,ng1-f9f23a99d94c04,natural-gold-v1,688348_昱能科技_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,G/boolean,data/raw_pdfs/688348_昱能科技_2025_ESG报告.pdf
184,ng1-fda5552845bc4d,natural-gold-v1,688509_正元地信_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/688509_正元地信_2025_ESG报告.pdf
185,ng1-57b35a86e74608,natural-gold-v1,688613_奥精医疗_2025_ESG报告,s_patents,专利数量,S,quantitative,S/quantitative,data/raw_pdfs/688613_奥精医疗_2025_ESG报告.pdf
186,ng1-3024d0ac030e36,natural-gold-v1,688728_格科微_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,G/quantitative,data/raw_pdfs/688728_格科微_2025_ESG报告.pdf
187,ng1-ff372b91d42048,natural-gold-v1,600684_珠江股份_2025_ESG暨社会责任报告,g_risk_management,风险管理体系,G,boolean,G/boolean,data/raw_pdfs/600684_珠江股份_2025_ESG暨社会责任报告.pdf
188,ng1-c4a75e0c6c8d21,natural-gold-v1,603257_中国瑞林_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,G/qualitative,data/raw_pdfs/603257_中国瑞林_2025_ESG报告.pdf
189,ng1-18f0c88de669bf,natural-gold-v1,603660_苏州科达_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,G/boolean,data/raw_pdfs/603660_苏州科达_2025_ESG报告.pdf
190,ng1-134668df578640,natural-gold-v1,601975_招商南油_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/601975_招商南油_2025_ESG报告.pdf
191,ng1-55868f4bf359a0,natural-gold-v1,300068_ST南都_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,E/boolean,data/raw_pdfs/300068_ST南都_2025_ESG报告.pdf
192,ng1-98ab585de62250,natural-gold-v1,002958_青农商行_2025_可持续发展报告,s_data_security,数据安全与隐私保护,S,boolean,S/boolean,data/raw_pdfs/002958_青农商行_2025_可持续发展报告.pdf
193,ng1-0236dfe08fb844,natural-gold-v1,000557_西部创业_2025_可持续发展报告,g_board_size,董事会人数,G,quantitative,G/quantitative,data/raw_pdfs/000557_西部创业_2025_可持续发展报告.pdf
194,ng1-01ca3148eeb978,natural-gold-v1,688439_振华风光_2025_ESG报告,g_board_size,董事会人数,G,quantitative,G/quantitative,data/raw_pdfs/688439_振华风光_2025_ESG报告.pdf
195,ng1-db8d9688ce59e3,natural-gold-v1,301588_美新科技_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,G/boolean,data/raw_pdfs/301588_美新科技_2025_ESG报告.pdf
196,ng1-7399d9e23db928,natural-gold-v1,601360_三六零_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,E/quantitative,data/raw_pdfs/601360_三六零_2025_ESG报告.pdf
197,ng1-926f61507509f3,natural-gold-v1,603717_天域生物_2025_ESG报告,s_research_development,研发投入,S,quantitative,S/quantitative,data/raw_pdfs/603717_天域生物_2025_ESG报告.pdf
198,ng1-8574e4dc8c1bdc,natural-gold-v1,01432_中国圣牧_2025_ESG报告,e_ghg_intensity,温室气体排放强度,E,quantitative,E/quantitative,data/raw_pdfs/01432_中国圣牧_2025_ESG报告.pdf
199,ng1-113ea44efa7c1a,natural-gold-v1,000628_高新发展_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,S/boolean,data/raw_pdfs/000628_高新发展_2025_ESG报告.pdf
200,ng1-9607ae4efd1c26,natural-gold-v1,688503_聚和材料_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,S/boolean,data/raw_pdfs/688503_聚和材料_2025_ESG报告.pdf
201,ng1-2b9478e78395ec,natural-gold-v1,688503_聚和材料_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,S/quantitative,data/raw_pdfs/688503_聚和材料_2025_ESG报告.pdf
202,ng1-e4e33230057481,natural-gold-v1,000922_佳电股份_2026_ESG报告,e_green_product,绿色产品与服务,E,qualitative,E/qualitative,data/raw_pdfs/000922_佳电股份_2026_ESG报告.pdf
203,ng1-33fdcb90326ee4,natural-gold-v1,300513_恒实科技_2025_ESG报告,s_employee_total,员工总数,S,quantitative,S/quantitative,data/raw_pdfs/300513_恒实科技_2025_ESG报告.pdf
204,ng1-ac8fe4afa8d503,natural-gold-v1,000720_新能泰山_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,S/boolean,data/raw_pdfs/000720_新能泰山_2025_ESG报告.pdf
205,ng1-8d1ba2a4fb48da,natural-gold-v1,601298_青岛港_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,E/quantitative,data/raw_pdfs/601298_青岛港_2025_ESG报告.pdf
206,ng1-cd3edaa1ea396e,natural-gold-v1,01216_中原银行_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,E/boolean,data/raw_pdfs/01216_中原银行_2025_ESG报告.pdf
207,ng1-54a690bf79469b,natural-gold-v1,603918_金桥信息_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,E/quantitative,data/raw_pdfs/603918_金桥信息_2025_ESG报告.pdf
208,ng1-6d7e7d431effea,natural-gold-v1,600199_金种子酒_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,G/quantitative,data/raw_pdfs/600199_金种子酒_2025_ESG报告.pdf
209,ng1-42780b24293060,natural-gold-v1,601555_东吴证券_2025_可持续发展报告,g_board_meetings,董事会会议次数,G,quantitative,G/quantitative,data/raw_pdfs/601555_东吴证券_2025_可持续发展报告.pdf
210,ng1-4af38381173015,natural-gold-v1,301019_宁波色母_2025_可持续发展报告,g_board_meetings,董事会会议次数,G,quantitative,G/quantitative,data/raw_pdfs/301019_宁波色母_2025_可持续发展报告.pdf
211,ng1-a465e9484b4442,natural-gold-v1,002035_华帝股份_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,S/quantitative,data/raw_pdfs/002035_华帝股份_2025_ESG报告.pdf
212,ng1-fd3ce10f4b31e3,natural-gold-v1,603128_华贸物流_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,G/qualitative,data/raw_pdfs/603128_华贸物流_2025_ESG报告.pdf
213,ng1-b3259796491667,natural-gold-v1,300459_汤姆猫_2025_ESG报告,g_board_size,董事会人数,G,quantitative,G/quantitative,data/raw_pdfs/300459_汤姆猫_2025_ESG报告.pdf
214,ng1-161daa996f8f1f,natural-gold-v1,300100_双林股份_2025_ESG报告,e_ghg_intensity,温室气体排放强度,E,quantitative,E/quantitative,data/raw_pdfs/300100_双林股份_2025_ESG报告.pdf
215,ng1-122d1aaabe3955,natural-gold-v1,000503_国新健康_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,G/quantitative,data/raw_pdfs/000503_国新健康_2025_ESG报告.pdf
216,ng1-54e06a953d3cda,natural-gold-v1,688818_电科蓝天_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,E/quantitative,data/raw_pdfs/688818_电科蓝天_2025_ESG报告.pdf
217,ng1-ceae1480f7c7ee,natural-gold-v1,603717_天域生物_2025_ESG报告,s_volunteer_hours,志愿服务时长,S,quantitative,S/quantitative,data/raw_pdfs/603717_天域生物_2025_ESG报告.pdf
218,ng1-af0ae7ee0e2686,natural-gold-v1,000923_河钢资源_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,S/qualitative,data/raw_pdfs/000923_河钢资源_2025_ESG报告.pdf
219,ng1-435c12fe78a6d1,natural-gold-v1,600630_龙头股份_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,G/qualitative,data/raw_pdfs/600630_龙头股份_2025_ESG报告.pdf
220,ng1-824d63de793ef7,natural-gold-v1,600525_ST长园_2025_ESG报告,s_supplier,供应商管理,S,boolean,S/boolean,data/raw_pdfs/600525_ST长园_2025_ESG报告.pdf
221,ng1-a53095e7dd949e,natural-gold-v1,600587_新华医疗_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,G/quantitative,data/raw_pdfs/600587_新华医疗_2025_ESG报告.pdf
222,ng1-e6a6b18dd7cb0d,natural-gold-v1,301308_江波龙_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,G/quantitative,data/raw_pdfs/301308_江波龙_2025_ESG报告.pdf
223,ng1-4181fee0858611,natural-gold-v1,002444_巨星科技_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,S/quantitative,data/raw_pdfs/002444_巨星科技_2025_ESG报告.pdf
224,ng1-a58625d478bdc5,natural-gold-v1,01432_中国圣牧_2025_ESG报告,g_compliance_management,合规管理,G,boolean,G/boolean,data/raw_pdfs/01432_中国圣牧_2025_ESG报告.pdf
225,ng1-cf7dd3a1ffb2d5,natural-gold-v1,600587_新华医疗_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,E/quantitative,data/raw_pdfs/600587_新华医疗_2025_ESG报告.pdf
226,ng1-671829a582966b,natural-gold-v1,300949_奥雅股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,G/qualitative,data/raw_pdfs/300949_奥雅股份_2025_ESG报告.pdf
227,ng1-370ae5176b01bd,natural-gold-v1,002887_绿茵生态_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,S/qualitative,data/raw_pdfs/002887_绿茵生态_2025_ESG报告.pdf
228,ng1-dac1756dea7709,natural-gold-v1,605488_福莱新材_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,S/boolean,data/raw_pdfs/605488_福莱新材_2025_ESG报告.pdf
229,ng1-faece396d6da4a,natural-gold-v1,000810_创维数字_2025_ESG报告,e_green_office,绿色办公,E,boolean,E/boolean,data/raw_pdfs/000810_创维数字_2025_ESG报告.pdf
230,ng1-51ab68fb1031eb,natural-gold-v1,601106_中国一重_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/601106_中国一重_2025_ESG报告.pdf
231,ng1-1247073d83e102,natural-gold-v1,000403_派林生物_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,G/quantitative,data/raw_pdfs/000403_派林生物_2025_ESG报告.pdf
232,ng1-f4e76d10f8e4c7,natural-gold-v1,002326_永太科技_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,E/quantitative,data/raw_pdfs/002326_永太科技_2025_ESG报告.pdf
233,ng1-2d6c5c7e77f868,natural-gold-v1,603369_今世缘_2025_可持续发展报告,e_water_total,总用水量,E,quantitative,E/quantitative,data/raw_pdfs/603369_今世缘_2025_可持续发展报告.pdf
234,ng1-68fd1620e5f2ae,natural-gold-v1,600331_宏达股份_2025_ESG报告,g_party_building,党建工作,G,boolean,G/boolean,data/raw_pdfs/600331_宏达股份_2025_ESG报告.pdf
235,ng1-2a6531f62caafe,natural-gold-v1,600963_岳阳林纸_2025_ESG报告,s_training,员工培训,S,quantitative,S/quantitative,data/raw_pdfs/600963_岳阳林纸_2025_ESG报告.pdf
236,ng1-fc24f45caf8bb9,natural-gold-v1,002035_华帝股份_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,G/qualitative,data/raw_pdfs/002035_华帝股份_2025_ESG报告.pdf
237,ng1-d69f644b410253,natural-gold-v1,301588_美新科技_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,E/boolean,data/raw_pdfs/301588_美新科技_2025_ESG报告.pdf
238,ng1-9a507f2a4a61f7,natural-gold-v1,603329_上海雅仕_2025_ESG报告,e_water_total,总用水量,E,quantitative,E/quantitative,data/raw_pdfs/603329_上海雅仕_2025_ESG报告.pdf
239,ng1-7e336a215a823b,natural-gold-v1,600919_江苏银行_2025_可持续发展报告,s_data_security,数据安全与隐私保护,S,boolean,S/boolean,data/raw_pdfs/600919_江苏银行_2025_可持续发展报告.pdf
240,ng1-99b517c521cfdf,natural-gold-v1,002326_永太科技_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/002326_永太科技_2025_ESG报告.pdf
241,ng1-eb2c78981c0cf2,natural-gold-v1,01847_云南建投混凝土_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,E/quantitative,data/raw_pdfs/01847_云南建投混凝土_2025_ESG报告.pdf
242,ng1-7adb49f4575f9f,natural-gold-v1,002048_宁波华翔_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,S/qualitative,data/raw_pdfs/002048_宁波华翔_2025_ESG报告.pdf
243,ng1-900756f532dffc,natural-gold-v1,600855_航天长峰_2025_ESG报告,g_party_building,党建工作,G,boolean,G/boolean,data/raw_pdfs/600855_航天长峰_2025_ESG报告.pdf
244,ng1-262995a540d1af,natural-gold-v1,000403_派林生物_2025_ESG报告,g_compliance_management,合规管理,G,boolean,G/boolean,data/raw_pdfs/000403_派林生物_2025_ESG报告.pdf
245,ng1-359d2cd6184d64,natural-gold-v1,600009_上海机场_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,S/qualitative,data/raw_pdfs/600009_上海机场_2025_ESG报告.pdf
246,ng1-1224220e2417ce,natural-gold-v1,002490_山东墨龙_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,E/qualitative,data/raw_pdfs/002490_山东墨龙_2025_ESG报告.pdf
247,ng1-1296064fc19c39,natural-gold-v1,603373_安邦护卫_2025_ESG暨社会责任报告,s_human_rights,人权与劳工准则,S,boolean,S/boolean,data/raw_pdfs/603373_安邦护卫_2025_ESG暨社会责任报告.pdf
248,ng1-9bf4db280b6de3,natural-gold-v1,000557_西部创业_2025_可持续发展报告,s_volunteer_hours,志愿服务时长,S,quantitative,S/quantitative,data/raw_pdfs/000557_西部创业_2025_可持续发展报告.pdf
249,ng1-8d61e6526d3d5b,natural-gold-v1,06198_青岛港_2025_ESG报告,e_green_office,绿色办公,E,boolean,E/boolean,data/raw_pdfs/06198_青岛港_2025_ESG报告.pdf
250,ng1-903a55c1d7bb9d,natural-gold-v1,002886_沃特股份_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,E/quantitative,data/raw_pdfs/002886_沃特股份_2025_ESG报告.pdf
251,ng1-8c078f201faaca,natural-gold-v1,688613_奥精医疗_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,E/quantitative,data/raw_pdfs/688613_奥精医疗_2025_ESG报告.pdf
252,ng1-4d964e2fe827e6,natural-gold-v1,600278_东方创业_2025_ESG报告,g_audit_committee,审计委员会,G,boolean,G/boolean,data/raw_pdfs/600278_东方创业_2025_ESG报告.pdf
253,ng1-dfda427b7730bd,natural-gold-v1,300834_星辉环材_2025_ESG报告,s_safety,安全生产,S,qualitative,S/qualitative,data/raw_pdfs/300834_星辉环材_2025_ESG报告.pdf
254,ng1-beb64766db4c4d,natural-gold-v1,603373_安邦护卫_2025_ESG暨社会责任报告,g_shareholder_meetings,股东大会次数,G,quantitative,G/quantitative,data/raw_pdfs/603373_安邦护卫_2025_ESG暨社会责任报告.pdf
255,ng1-c51ce666af9760,natural-gold-v1,300376_易事特_2025_可持续发展报告,s_customer_satisfaction,客户满意度,S,quantitative,S/quantitative,data/raw_pdfs/300376_易事特_2025_可持续发展报告.pdf
256,ng1-b084409d084600,natural-gold-v1,002649_博彦科技_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,G/quantitative,data/raw_pdfs/002649_博彦科技_2025_ESG报告.pdf
257,ng1-72c3be0634f1f9,natural-gold-v1,000923_河钢资源_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,G/qualitative,data/raw_pdfs/000923_河钢资源_2025_ESG报告.pdf
258,ng1-8c6962d8e84c7c,natural-gold-v1,603979_金诚信_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,E/qualitative,data/raw_pdfs/603979_金诚信_2025_ESG报告.pdf
259,ng1-0348cc1e77f6c3,natural-gold-v1,600072_中船科技_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,E/quantitative,data/raw_pdfs/600072_中船科技_2025_ESG报告.pdf
260,ng1-b1c6a7f52aaff4,natural-gold-v1,603577_汇金通_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,E/quantitative,data/raw_pdfs/603577_汇金通_2025_ESG报告.pdf
261,ng1-f5cb18e955e44d,natural-gold-v1,603329_上海雅仕_2025_ESG报告,s_patents,专利数量,S,quantitative,S/quantitative,data/raw_pdfs/603329_上海雅仕_2025_ESG报告.pdf
262,ng1-47101d9875af03,natural-gold-v1,300832_新产业_2025_ESG报告,g_audit_committee,审计委员会,G,boolean,G/boolean,data/raw_pdfs/300832_新产业_2025_ESG报告.pdf
263,ng1-702174b3206328,natural-gold-v1,600783_鲁信创投_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,G/qualitative,data/raw_pdfs/600783_鲁信创投_2025_ESG报告.pdf
264,ng1-55ab3df2c578e9,natural-gold-v1,000628_高新发展_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,S/qualitative,data/raw_pdfs/000628_高新发展_2025_ESG报告.pdf
