report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,evidence_quote,page_no,block_id,block_type,error_category,root_cause,fix_strategy,raw_response
300832_新产业_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,重要性议题矩阵：负责任营销、职业健康与安全、信息安全与隐私保护等议题在影响重要性和财务重要性上均被评估为高或中等级别。,10,300832_新产业_2025_ESG报告:p10:b0,chart,llm_error,证据包含重要性议题矩阵，明确列出了各议题的评估结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
300834_星辉环材_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,error,true,,ESG管理架构：董事会决策层全面决策公司与ESG相关的重大事项...战略委员会管理层负责统筹协调...证券部执行层负责执行ESG报告的信息采集...,9,300834_星辉环材_2025_ESG报告:p9:b6,image,llm_error,证据明确展示了公司ESG管理架构及各级职责，符合披露要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
300982_苏文电能_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,苏文电能高度重视安全生产工作，严格遵守《中华人民共和国安全生产法》等相关法律法规，制定《EHS 综合管理手册》《安全生产管理规定》等制度文件，建立安全生产管理体系并落实安全责任制。,60,300982_苏文电能_2025_ESG报告:p60:b2,paragraph,llm_error,证据明确披露了安全生产管理制度、体系及责任落实情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
300982_苏文电能_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,公司根据《深圳证券交易所上市公司自律监管指引第17号——可持续发展报告（试行）》《GRI3：实质性议题》等国内外披露标准的评估方法，按照双重重要性评估流程，从“财务重要性”及“影响重要性”两个维度开展议题分析，共鉴别出23项重要性议题，并在报告中予以回应。,15,300982_苏文电能_2025_ESG报告:p15:b1,paragraph,llm_error,证据明确描述了双重重要性评估流程及鉴别出的议题数量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301019_宁波色母_2025_可持续发展报告,s_product_quality,产品质量管理,S,qualitative,error,,,公司致力于为客户提供优质的产品与服务，坚持产品全生命周期质量管理，制定《化学有害物质管理手册》《不合格品管制程序》等多项产品质量相关管理制度，按照产品标准从设计研发、原材料采购、生产，到成品检测、仓储、交付，开展质量监督管理。,31,301019_宁波色母_2025_可持续发展报告:p31:b0,list,llm_error,证据明确披露了产品质量管理的制度、流程及管控措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301073_君亭酒店_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,报告期内，君亭酒店集团依据《深圳证券交易所上市公司自律监管指引第17号——可持续发展报告（试行）》等相关标准，全面开展双重重要性评估工作。,14,301073_君亭酒店_2025_ESG报告:p14:b2,paragraph,llm_error,证据明确披露了开展双重重要性评估的过程及结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301308_江波龙_2025_ESG报告,s_employee_total,员工总数,S,quantitative,error,"4,040",人,"社会 | 员工多元化与包容 | | 雇员总数 | 人 | 4,040",78,301308_江波龙_2025_ESG报告:p78:b1,table,llm_error,"证据明确披露2025年雇员总数为4,040人。 evidence quote not uniquely traceable to candidates",检查 llm_errors.csv 中 raw_response 和候选证据。,
301308_江波龙_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,error,"52,223.99",公吨二氧化碳当量,"范围二温室气体排放量 | 公吨二氧化碳当量 | 52,223.99",78,301308_江波龙_2025_ESG报告:p78:b1,table,llm_error,表格明确列出范围二排放量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301370_国科恒泰_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,error,,,员工期望与诉求：多元化与平等民主管理公平薪酬福利体系员工职业发展职业健康安全。沟通与回应方式：保障员工权益倡导民主管理加强员工沟通开展员工培训保护员工健康。,11,301370_国科恒泰_2025_ESG报告:p11:b2,table,llm_error,证据明确列出了针对员工权益保障的具体沟通与回应措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301370_国科恒泰_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,true,,公司制定了《供应商资格审核管理办法》《采购预算与计划管理制度》等管理办法，形成了从供应商筛选、采购计划制定到订单执行的全链条管理体系。,33,301370_国科恒泰_2025_ESG报告:p33:b1,paragraph,llm_error,证据明确披露了供应商管理制度及全链条管理体系。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301522_上大股份_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,error,29182.37,吨,"有害废弃物总量 | 吨 | 3.35 无害废弃物总量 | 吨 | 25,829.02",45,301522_上大股份_2025_ESG报告:p45:b3,table,llm_error,汇总2025年有害与无害废弃物总量 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
301599_理奇智能_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,error,true,,公司设立了专门的信息安全责任部门，并制定了《商业秘密管理程序》《个人信息保护管理策略》《数据安全管理程序》等一系列制度，构建了覆盖数据全生命周期的管理体系。,16,301599_理奇智能_2025_ESG报告:p16:b24,paragraph,llm_error,证据明确披露了数据安全与隐私保护的制度、部门及认证措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600009_上海机场_2025_ESG报告,g_party_building,党建工作,G,boolean,error,true,,上海机场坚持和加强党的全面领导，推进全面从严治党向纵深发展，以高质量党建为加快建设全方位门户复合型国际航空枢纽提供坚强政治保证和组织保证。,12,600009_上海机场_2025_ESG报告:p12:b2,paragraph,llm_error,证据明确披露坚持加强党的全面领导及高质量党建情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600021_上海电力_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,error,5574.15,吨,二氧化硫排放总量 吨 5063.09 5574.15 氮氧化物排放总量 吨 12498.65 11896.04 烟尘排放总量 吨 297.82 321.54,46,600021_上海电力_2025_ESG报告:p46:b2,table,llm_error,证据表格明确列出了2025年二氧化硫、氮氧化物及烟尘的排放总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600021_上海电力_2025_ESG报告,e_green_office,绿色办公,E,boolean,error,true,,制定《本部大楼低碳办公行动方案》，发布《“节”尽所能，“紧”上添花》绿色办公倡议，推行无纸化办公、无纸化会议。,20,600021_上海电力_2025_ESG报告:p20:b21,paragraph,llm_error,证据明确披露了绿色办公的制度、倡议及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600199_金种子酒_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,公司严格遵循《中华人民共和国网络安全法》等法律法规，制定了《信息安全管理办法》等制度，强化信息合规性管理，重点防控数据泄露、篡改等风险。,16,600199_金种子酒_2025_ESG报告:p16:b2,paragraph,llm_error,证据明确披露了网络安全治理相关的制度、组织及措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600259_中稀有色_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,error,true,,风险管理举措包括风险辨识评估与应对、风险动态监控与台账管理、内审监督与评价、风险文化宣贯。,17,600259_中稀有色_2025_ESG报告:p17:b10,table,llm_error,证据明确披露了风险管理的各项举措和体系优化情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600261_阳光照明_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,error,true,,公司制定《阳光照明重大信息内部报告制度》等内部规章制度，构建内部控制体系，包括建立风险管理团队、制定风险管理计划、识别和评估风险、采取风险应对措施、监督和改进风险管理等关键环节。,13,600261_阳光照明_2025_ESG报告:p13:b3,paragraph,llm_error,证据明确披露了风险管理体系的构建及关键环节。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600278_东方创业_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,error,9359.37,kg,"2025年物流集团大气污染物排放情况如下：指标 | 单位 | 物流集团 废气总量 | kg | 9,359.37 二氧化硫( $SO_{2}$ ) | kg | 632.99 氮氧化物( $NO_{x}$ ) | kg | 8,504.27 颗粒物(PM) | kg | 222.11",28,600278_东方创业_2025_ESG报告:p28:b12,table,llm_error,证据明确列出大气污染物排放数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600331_宏达股份_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,error,,,公司质量管理架构：决策层总经理批准质量方针；监督层管理者代表组织建立IATF 16949等体系；执行层质量检测中心制定检验标准；协同层生产部门制定质量控制规范。,27,600331_宏达股份_2025_ESG报告:p27:b5,table,llm_error,证据详细描述了公司产品质量管理的组织架构及各层级职责，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600331_宏达股份_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,True,,公司将商业道德与合规要求贯穿于采购全过程，携手合作伙伴共同推动供应链的可持续发展。,33,600331_宏达股份_2025_ESG报告:p33:b14,paragraph,llm_error,证据明确披露将商业道德贯穿采购全过程，符合指标定义。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600400_红豆股份_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,error,,,建立了完善的产品和服务质量安全主体责任体系，严格遵循《红豆男装产品标准》，制定并执行《公司质量监督管理流程》等制度文件，实行质量安全“一票否决”。,20,600400_红豆股份_2025_ESG报告:p20:b3,paragraph,llm_error,证据明确披露了产品质量管理的制度、流程及责任体系。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600400_红豆股份_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,error,true,,尊重并维护员工的各项权益，承诺不因民族、种族、年龄、性别、婚姻状况以及宗教信仰等差异给予员工不同待遇，从源头上杜绝强迫劳动、童工和女性就业歧视,25,600400_红豆股份_2025_ESG报告:p25:b7,paragraph,llm_error,证据明确披露了公司尊重人权、反歧视及禁止强迫劳动的准则与承诺。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600475_华光环能_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,error,,,保障员工权益...劳动合同签单率 100% 社会保险覆盖率 100% 女性产后返岗率 100% 员工满意度 100%,51,600475_华光环能_2025_ESG报告:p51:b27,table,llm_error,证据明确披露员工权益保障相关指标及100%覆盖率数据。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600480_凌云股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,制定了《网络安全管理办法》等制度，遵循“透明可控、用户知情”原则建立信息安全管理体系；建立信息安全应急响应机制，定期开展应急演练、内部审计和风险评估。,27,600480_凌云股份_2025_ESG报告:p27:b12,paragraph,llm_error,证据明确披露了网络安全管理制度、体系及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600587_新华医疗_2025_ESG报告,s_employee_total,员工总数,S,quantitative,error,7982,人,员工总数 | 人 | 8209 | 8135 | 7982,86,600587_新华医疗_2025_ESG报告:p86:b3,table,llm_error,表格明确列出2025年员工总数为7982人。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600587_新华医疗_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,true,,反商业贿赂及反贪污 | 遵守商业道德 反不正当竞争 | 遵守商业道德 风险合规管理 | 依法合规治企、遵守商业道德,88,600587_新华医疗_2025_ESG报告:p88:b3,table,llm_error,证据明确列出遵守商业道德章节，涵盖反贿赂及合规管理。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600630_龙头股份_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,error,,,沟通机制包括：日常工作会议、专题会议、政府相关机构调研、投资者调研、股东会、互动平台沟通答疑、业绩说明会、社区共建、志愿服务活动、公益慈善。,13,600630_龙头股份_2025_ESG报告:p13:b3,table,llm_error,证据明确列出了针对不同利益相关方的具体沟通机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600684_珠江股份_2025_ESG暨社会责任报告,g_anti_corruption,反腐败机制,G,boolean,error,true,,出台《广州珠江发展集团股份有限公司纪委监督执纪工作实施办法》等反舞弊、反腐败、反贿赂廉洁从业相关政策，明确管理干部和高风险等关键岗位人员的行为边界与责任。,42,600684_珠江股份_2025_ESG暨社会责任报告:p42:b5,paragraph,llm_error,证据明确披露了反腐败相关政策及措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600684_珠江股份_2025_ESG暨社会责任报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,珠江城市服务遵循《广州珠江城市管理服务集团股份有限公司数据安全管理制度（试行）》等内部管理制度，明确信息安全管理内容和方法、信息管理权限等规定，有效防范信息安全风险。,23,600684_珠江股份_2025_ESG暨社会责任报告:p23:b29,paragraph,llm_error,证据明确披露了数据安全管理制度及信息安全管理规定，符合网络安全治理指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600737_中粮糖业_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,error,,,- 提高信息披露透明度 - 连续获评上海证券交易所信息披露“A类”评价 - 及时、准确、全面地信息披露,10,600737_中粮糖业_2025_ESG报告:p10:b18,list,llm_error,证据明确提及提高透明度及获评A类评价，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600759_ST洲际_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,error,17,%,按性别划分的员工比例 | 女性员工 | % | 17 | 17,35,600759_ST洲际_2025_ESG报告:p35:b5,table,llm_error,表格明确列出2025年女性员工占比为17% evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600759_ST洲际_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,error,true,,"2-9 | 管治架构和组成 | 1.1深化企业治理 2-12 | 在管理影响方面,最高管治机构的监督作用 | 1.1深化企业治理",41,600759_ST洲际_2025_ESG报告:p41:b4,table,llm_error,证据明确列出管治架构章节，证实披露治理机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600779_水井坊_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,error,,,机遇类型：产品和服务；机遇描述：开发低碳产品、推出绿色包装、适应消费者偏好；财务影响表现：低碳或绿色产品需求增加带来收入增长...,22,600779_水井坊_2025_ESG报告:p22:b6,table,llm_error,证据明确提及开发低碳产品及绿色包装作为机遇。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600779_水井坊_2025_ESG报告,s_patents,专利数量,S,quantitative,error,240,项,新获得专利数 | 项 | 1 | 3 | 未统计 累计获得专利数 | 项 | 240 | 239 | 未统计,54,600779_水井坊_2025_ESG报告:p54:b1,table,llm_error,表格明确披露2025年累计获得专利数为240项。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600779_水井坊_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,true,,"供应链管理...应对措施：优化采购策略,推动绿色供应链管理",22,600779_水井坊_2025_ESG报告:p22:b5,table,llm_error,证据明确列出供应链管理议题及具体应对措施，证实披露了相关管理机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600846_同济科技_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,34.37,吨,汽油消耗量 吨 31.82 32.90 34.37 柴油消耗量 吨 0.12 0.12 3.10 天然气消耗量 万立方米 0.24 0.14 0.29 液化天然气消耗量 吨 0.30 0.38 3.46,37,600846_同济科技_2025_ESG报告:p37:b1,table,llm_error,表格明确列出了各类燃料2025年的消耗量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600846_同济科技_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,error,130950.44,吨,有害废弃物产生量 吨 17.41 一般废弃物产生量 吨 130933.03,37,600846_同济科技_2025_ESG报告:p37:b1,table,llm_error,证据包含有害及一般废弃物产生量，加和得总量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600846_同济科技_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,error,true,,公司遵守《中华人民共和国野生动物保护法》等法律法规及规章制度，多措并举践行生物多样性保护，同时与致力于生物多样性保护的组织进行合作或参与相关活动，在项目中重视生物多样性保护和落实。,33,600846_同济科技_2025_ESG报告:p33:b1,paragraph,llm_error,证据明确披露公司遵守法规并践行生物多样性保护措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600846_同济科技_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,true,,公司严格遵守法律法规，印发《关于加强反舞弊、反腐败、反商业贿赂建设的通知》，以廉洁管理为重心，深化商业道德建设，致力于营造健康透明的商业环境。,14,600846_同济科技_2025_ESG报告:p14:b11,paragraph,llm_error,证据明确提及深化商业道德建设及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600846_同济科技_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,error,,,公司依据《上市公司投资者关系管理工作指引》等法律法规，持续深化与投资者信息交流，围绕公司业绩、治理等开展互动，报告期内召开3次业绩说明会。,16,600846_同济科技_2025_ESG报告:p16:b7,paragraph,llm_error,证据明确描述了投资者关系管理的具体措施及互动情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600850_电科数字_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,True,,利益相关方：供应商；期望与诉求：互利共赢、供应链管理；沟通与回应：供应商评估、参与行业协会活动,7,600850_电科数字_2025_ESG报告:p7:b2,table,llm_error,证据明确披露了针对供应商的评估机制及沟通回应措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600850_电科数字_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,error,,,利益相关方期望：合规经营-依法纳税；沟通与回应：恪守商业道德、遵守法律法规,7,600850_电科数字_2025_ESG报告:p7:b2,table,llm_error,证据明确提及依法纳税及遵守法规，符合税务透明定性披露要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600855_航天长峰_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,error,16.10,吨,固体废弃物处置总量 | 吨 | 16.10 危险废物处置量 | 吨 | 4.10 一般固体废物处置量 | 吨 | 12.00,49,600855_航天长峰_2025_ESG报告:p49:b7,table,llm_error,证据明确披露固体废弃物处置总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600884_杉杉股份_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,error,true,,GRI 205:反腐败2016 | 205-2 反腐败政策和程序的传达及培训 | 坚守商业道德 205-3 经确认的腐败事件和采取的行动 | 坚守商业道德,61,600884_杉杉股份_2025_ESG报告:p61:b0,table,llm_error,证据明确列出反腐败政策、培训及事件处理机制，符合披露要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600884_杉杉股份_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,true,,商业道德 | 经确认的腐败事件总数 | 例 | 0 | 0 | 0 反商业贿赂及反贪污培训开展次数 | 次 | 58 | 72 | 3 签署廉洁承诺书的员工比例 | % | 100 | 100 | 100,59,600884_杉杉股份_2025_ESG报告:p59:b0,table,llm_error,证据明确披露商业道德相关数据及措施，支持该指标存在。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600919_江苏银行_2025_可持续发展报告,s_rural_revitalization,乡村振兴,S,qualitative,error,,,社会 | 11 | 乡村振兴 | ✓ | ✓ | 9. 乡村振兴,11,600919_江苏银行_2025_可持续发展报告:p11:b11,table,llm_error,证据明确将乡村振兴列为关键议题并评估其重要性。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600919_江苏银行_2025_可持续发展报告,g_business_ethics,商业道德,G,boolean,error,true,,治理 | 26 | 商业道德 | ✓ | × | 20. 反商业贿赂及反贪污21. 反不正当竞争,11,600919_江苏银行_2025_可持续发展报告:p11:b11,table,llm_error,证据明确列出商业道德为治理议题，并关联反贿赂等机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600963_岳阳林纸_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,error,3719.76,吨,岳阳基地 化学需氧量排放量 | 吨 | 1023.76 ... 骏泰科技 化学需氧量排放量 | 吨 | 2696,24,600963_岳阳林纸_2025_ESG报告:p24:b1,table,llm_error,证据明确列出各基地COD排放量，加和得总量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600963_岳阳林纸_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,error,,,社区与媒体期望乡村振兴...回应方式：加大社区投入、参与公益活动、响应国家号召。实质性议题分析包含乡村振兴。,16,600963_岳阳林纸_2025_ESG报告:p16:b0,table,llm_error,证据明确披露乡村振兴为实质性议题及回应措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600963_岳阳林纸_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,error,,,"公司制定了《公司信息披露事务管理制度》《公司内幕信息知情人登记管理制度》等制度,合规履行信息披露职责",51,600963_岳阳林纸_2025_ESG报告:p51:b9,paragraph,llm_error,证据明确披露了信息披露相关制度及执行情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
600996_贵广网络_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,error,,,(ISO9001) 质量管理体系认证证书 (ISO10006) 项目质量管理体系认证证书,5,600996_贵广网络_2025_ESG报告:p5:b16,paragraph,llm_error,证据明确列出质量管理体系认证证书，支持产品质量管理定性指标。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601118_海南橡胶_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,公司依据 ISO 45001 职业健康安全管理体系要求，建立起包括《安全培训管理办法》《安全生产档案管理制度》等一系列制度规范公司安全管理。,34,601118_海南橡胶_2025_ESG报告:p34:b9,paragraph,llm_error,证据明确披露了安全生产相关的制度体系及管理体系建设情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601555_东吴证券_2025_可持续发展报告,s_research_development,研发投入,S,quantitative,error,"52,255.67",万元人民币,"研发投入金额 | 单位 | 2023年 | 2024年 | 2025年 研发投入金额 | 万元人民币 | 44,867.06 | 45,945.38 | 52,255.67",58,601555_东吴证券_2025_可持续发展报告:p58:b2,table,llm_error,表格明确列出2025年研发投入金额及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601555_东吴证券_2025_可持续发展报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,error,,,主要利益相关方关注议题及沟通渠道：政府及监管机构通过工作汇报与沟通；股东及投资者通过公司网站、上交所互动平台；客户通过95330热线；员工通过职工代表大会；供应商通过走访交流；社区通过公益慈善活动。,9,601555_东吴证券_2025_可持续发展报告:p9:b2,table,llm_error,证据详细列出了各利益相关方的沟通渠道及频率，支持定性描述。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601555_东吴证券_2025_可持续发展报告,s_training,员工培训,S,quantitative,error,40.28,小时,员工人均接受培训小时数 | 小时 | 35.30 | 41.46 | 40.28,60,601555_东吴证券_2025_可持续发展报告:p60:b0,table,llm_error,表格明确披露2025年员工人均培训时长为40.28小时。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601577_长沙银行_2025_可持续发展报告,e_air_pollutants,大气污染物排放,E,quantitative,error,17475,吨,绿色信贷金额变动折合减排情况 | 折合减排二氧化硫(吨) | 17475 | 14955 折合减排氮氧化物(吨) | 14666 | 12628,51,601577_长沙银行_2025_可持续发展报告:p51:b11,table,llm_error,证据明确披露了二氧化硫和氮氧化物等大气污染物的减排量数值。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601975_招商南油_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,error,"474,490.42",吨标准煤,"能源消耗总量 | 吨标准煤 | 432,608.08 | 427,014.36 | 474,490.42",52,601975_招商南油_2025_ESG报告:p52:b3,table,llm_error,证据明确披露2025年能源消耗总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601975_招商南油_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,"474,490.42",吨标准煤,"能源消耗总量 | 474,490.42 吨标准煤",28,601975_招商南油_2025_ESG报告:p28:b23,table,llm_error,证据明确披露2025年能源消耗总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601975_招商南油_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,error,713.34,吨,"氮氧化物( $NO_x$ )排放量 | 640.13吨 | 713.34吨 | 硫氧化物( $SO_x$ )排放量 | 2,373.35吨 | 2,631.70吨",21,601975_招商南油_2025_ESG报告:p21:b6,table,llm_error,证据明确披露了2025年氮氧化物和硫氧化物的具体排放量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601975_招商南油_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,error,,,制定《员工医疗和职业健康管理规定》等制度，建立覆盖船岸全员的职业健康管理体系。持续开展各类职业健康宣传和培训...为员工提供定期体检。,44,601975_招商南油_2025_ESG报告:p44:b8,paragraph,llm_error,证据明确披露了职业健康管理制度、体系及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
601975_招商南油_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,error,True,,在《员工管理办法》等制度中明确禁止雇佣童工及任何形式的强迫劳动，并对职场歧视行为采取“零容忍”态度。,46,601975_招商南油_2025_ESG报告:p46:b17,paragraph,llm_error,证据明确披露了禁止童工、强迫劳动及歧视的制度措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603013_亚普股份_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,error,0.9894,吨,颗粒物 | 吨 | 0.9894,27,603013_亚普股份_2025_ESG报告:p27:b10,table,llm_error,证据明确披露2025年颗粒物排放量为0.9894吨。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
