report_id,indicator_id,quote_changed,original_evidence_quote,final_evidence_quote,value_origin,unit_origin,derivation_method,derivation_expression,derivation_inputs_json,review_kind,reviewed_at
002999_天禾股份_2025_ESG报告,g_shareholder_meetings,True,股东会召开次数 | 股东会审议通过议案数 | 董事会召开次数 | 董事会成员出席率 4次 | 14项 | 14次 | 100%,"股东会召开次数 | 股东会审议通过议案数 | 董事会召开次数 | 董事会成员出席率 
4次 | 14项 | 14次 | 100%",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
002999_天禾股份_2025_ESG报告,g_tax_transparency,True,政府及监管机构 | ·合规经营 | ·依法运营 ·依法纳税 | ·足额纳税,"政府及监管机构 | ·合规经营 | ·依法运营 
·依法纳税 | ·足额纳税",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
002999_天禾股份_2025_ESG报告,g_party_building,True,公司党委持续深化党建品牌创建工作，依托“一支部一品牌”建设机制，系统推进党建工作与“三农”工作深度融合。,公司党委持续深化党建品牌创建工作，依托“一支部一品牌”建设机制，系统推进党建工作与“三农”工作深度融合,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
003030_祖名股份_2025_ESG报告,e_waste_total,True,"固体废弃物 | 无害废弃物排放总量 | 吨 | 15,694.66 危险废弃物排放总量 | 吨 | 17.14","固体废弃物 | 无害废弃物排放总量 | 吨 | 15,694.66 
危险废弃物排放总量 | 吨 | 17.14",derived,direct,aggregation_of_disclosed_components,证据明确列出无害及危险废弃物排放量，求和得总产生量。,"{""numeric_tokens"":[""15,694.66"",""17.14""],""evidence_quote"":""固体废弃物 | 无害废弃物排放总量 | 吨 | 15,694.66 \n危险废弃物排放总量 | 吨 | 17.14""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
003030_祖名股份_2025_ESG报告,s_product_quality,True,公司坚持“具体执行标准高于国家标准”的原则，通过构建涵盖“研发、采购、生产、仓储、配送、销售”全价值链的质量受控体系，并依托ISO 9001及ISO 22000双重体系认证。,公司坚持“具体执行标准高于国家标准”的原则，通过构建涵盖“研发、采购、生产、仓储、配送、销售”全价值链的质量受控体系，并依托ISO 9001及ISO 22000双重体系认证,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
003030_祖名股份_2025_ESG报告,s_research_development,True,"2025年 创新研发 | 研发投入总额 | 元 | 16,196,451.05","2025年 
创新研发 | 研发投入总额 | 元 | 16,196,451.05",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
003030_祖名股份_2025_ESG报告,g_business_ethics,True,"20 | 反商业贿赂及反贪污 | 第二章 守合规治企,固稳健根基第三节 恪守商业道德 21 | 反不正当竞争 | 第二章 守合规治企,固稳健根基第三节 恪守商业道德","20 | 反商业贿赂及反贪污 | 第二章 守合规治企,固稳健根基第三节 恪守商业道德 
21 | 反不正当竞争 | 第二章 守合规治企,固稳健根基第三节 恪守商业道德",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00553_南京熊猫电子股份_2025_ESG报告,e_water_total,True,"類別 | 單位 | 2023年 | 2024年 | 2025年 耗水量 | 噸 | 187,189.21 | 203,327.98 | 221,264.20","類別 | 單位 | 2023年 | 2024年 | 2025年 
耗水量 | 噸 | 187,189.21 | 203,327.98 | 221,264.20",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00568_山东墨龙_2025_ESG报告,e_water_total,True,"披露指標 | 單位 | 2024年 | 2025年 水資源使用 | 取水量 | 噸 | 26,372.20 | 29,311.00 總耗水量 | 噸 | 26,372.20 | 29,311.00","披露指標 | 單位 | 2024年 | 2025年 
水資源使用 | 取水量 | 噸 | 26,372.20 | 29,311.00 
總耗水量 | 噸 | 26,372.20 | 29,311.00",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00568_山东墨龙_2025_ESG报告,e_air_pollutants,True,"氣體污染物排放 | 廢氣總量 | 立方米 | 1,248,901,104.00 | 1,715,230,126.00 顆粒物 | 千克 | 2,040.00 | 3,236.38","氣體污染物排放 | 廢氣總量 | 立方米 | 1,248,901,104.00 | 1,715,230,126.00 
顆粒物 | 千克 | 2,040.00 | 3,236.38",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00568_山东墨龙_2025_ESG报告,s_research_development,True,"2025年 研發投入 | 元 | 45,080,295","2025年 
研發投入 | 元 | 45,080,295",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,e_electricity_total,True,36. | 能源消耗量 ^{4} | 能源消耗总量 | 兆瓦时 | 128283 | 135369 | 124618 | 外购电力 | 兆瓦时 | 54202 | 57104 | 52781,"36. | 能源消耗量 ^{4} 
| 能源消耗总量 | 兆瓦时 | 128283 | 135369 | 124618 
| 外购电力 | 兆瓦时 | 54202 | 57104 | 52781",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,e_fuel_consumption,True,36. | 能源消耗量 ^{4} | 能源消耗总量 | 兆瓦时 | 128283 | 135369 | 124618,"36. | 能源消耗量 ^{4} 
| 能源消耗总量 | 兆瓦时 | 128283 | 135369 | 124618",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,e_air_pollutants,True,19. | 氮氧化物 $^{1}$ | 公吨 | 0.667 | 0.679 | 0.646 20. | 硫氧化物 $^{2}$ | 公吨 | 0.021 | 0.021 | 0.019,"19. | 氮氧化物 $^{1}$ | 公吨 | 0.667 | 0.679 | 0.646 
20. | 硫氧化物 $^{2}$ | 公吨 | 0.021 | 0.021 | 0.019",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,s_rural_revitalization,True,北辰实业结合自身功能定位与资源优势，扎实推进乡村振兴帮扶工作，持续深化产业兴村、就业稳岗、消费助农等多维举措，构建起覆盖外埠及本市对口帮扶村的多元长效帮扶体系。,北辰实业结合自身功能定位与资源优势，扎实推进乡村振兴帮扶工作，持续深化产业兴村、就业稳岗、消费助农等多维举措，构建起覆盖外埠及本市对口帮扶村的多元长效帮扶体系,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,g_risk_management,True,构建由主要负责人领导、首席合规官牵头、相关部门和企业协同配合的合规风险报告和应对机制 定期组织召开风险管控工作领导小组会,"构建由主要负责人领导、首席合规官牵头、相关部门和企业协同配合的合规风险报告和应对机制
定期组织召开风险管控工作领导小组会",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00588_北京北辰实业股份_2025_可持续发展报告,g_investor_relations,True,投资者及股东 | 创造市场价值 | 股东大会 公司网站投资者专栏 降低经营风险 | 投资者关系热线 信息合规披露 | 年报及ESG报告 投资者调研 上证e互动 投资者集体接待日 策略会,"投资者及股东 | 创造市场价值 | 股东大会 
公司网站投资者专栏 
降低经营风险 | 投资者关系热线 
信息合规披露 | 年报及ESG报告 
投资者调研 
上证e互动 
投资者集体接待日 
策略会",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00966_中国太平_2025_ESG暨社会责任报告,e_water_total,True,"A2.2總耗水量及密度 總耗水量 | 立方米 | $345,425.88^{12}$ | 319,143.22 | 390,967.74","A2.2總耗水量及密度 
總耗水量 | 立方米 | $345,425.88^{12}$ | 319,143.22 | 390,967.74",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
00966_中国太平_2025_ESG暨社会责任报告,s_human_rights,True,層面 B4: 勞工準則 一般披露 | 有關防止童工或強制勞工的:(a) 政策; 及(b) 遵守對發行人有重大影響的相關法律及規例的資料。 | 携手員工成長ESG 政策列表,"層面 B4: 勞工準則 
一般披露 | 有關防止童工或強制勞工的:(a) 政策; 及(b) 遵守對發行人有重大影響的相關法律及規例的資料。 | 携手員工成長ESG 政策列表",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01216_中原银行_2025_ESG报告,e_fuel_consumption,True,"汽油使用量1 | 升 | 206,016.23 | 190,344.83 | 168,628.72 柴油使用量2 | 升 | 11,564.45 | 5,492.60 | 6,194.08","汽油使用量1 | 升 | 206,016.23 | 190,344.83 | 168,628.72 
柴油使用量2 | 升 | 11,564.45 | 5,492.60 | 6,194.08",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01216_中原银行_2025_ESG报告,s_data_security,True,本行嚴格遵守《中華人民共和國數據安全法》《中華人民共和國個人信息保護法》等法律法規，高度重視私隱安全保障，制定《個人金融信息保護管理辦法》。,本行嚴格遵守《中華人民共和國數據安全法》《中華人民共和國個人信息保護法》等法律法規，高度重視私隱安全保障，制定《個人金融信息保護管理辦法,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01359_中国信达_2025_ESG暨社会责任报告,e_fuel_consumption,True,汽油 | 噸 | 294.32 | 296.94 柴油 | 噸 | 0 | 5.16 天然氣 | 萬立方米 | 11.35 | 21.54 液化石油氣 | 噸 | 5 | 0,"汽油 | 噸 | 294.32 | 296.94 
柴油 | 噸 | 0 | 5.16 
天然氣 | 萬立方米 | 11.35 | 21.54 
液化石油氣 | 噸 | 5 | 0",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01359_中国信达_2025_ESG暨社会责任报告,g_party_building,True,中国信达专题党委会 暨党的建设工作领导小组会议 （学习教育总结会） 2025年9月12日,"中国信达专题党委会
暨党的建设工作领导小组会议
（学习教育总结会）
2025年9月12日",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01432_中国圣牧_2025_ESG报告,e_water_total,True,"| 指標內容 | 單位 | 2025 | 2024 | 2023 水管理 | 總取水量 | 噸 | 3,006,834.00 | 3,153,746.00 | 3,383,613.20","指標內容 | 單位 | 2025 | 2024 | 2023 
水管理 | 總取水量 | 噸 | 3,006,834.00 | 3,153,746.00 | 3,383,613.20",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01432_中国圣牧_2025_ESG报告,s_compensation_benefits,True,持續優化薪酬及福利體系，給予員工具有市場競爭力的薪酬。為員工改善居住條件、豐富業餘生活，成立員工互助基金幫扶困難員工。,"持續優化薪酬及福利體系,給予員工具有市場競爭力的薪酬。· 為員工改善居住條件、豐富業餘生活,成立員工互助基金幫扶困難員工",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01950_帝王实业控股_2026_ESG报告,e_water_total,True,"水資源 | 單位 | 2025年 | 2024年 耗水量 | 立方米 | 81,810 | 32,890","水資源 | 單位 | 2025年 | 2024年 
耗水量 | 立方米 | 81,810 | 32,890",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
01950_帝王实业控股_2026_ESG报告,e_air_pollutants,True,廢氣及溫室氣體 | 單位 | 2025年 | 2024年 廢氣 | | | 氮氧化物 | 公斤 | 27.22 | 27.47 硫氧化物 | 公斤 | 0.37 | 0.39 顆粒物 | 公斤 | 2.61 | 2.06,"廢氣及溫室氣體 | 單位 | 2025年 | 2024年 
廢氣 | | | 
氮氧化物 | 公斤 | 27.22 | 27.47 
硫氧化物 | 公斤 | 0.37 | 0.39 
顆粒物 | 公斤 | 2.61 | 2.06",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02402_亿华通_2025_ESG报告,g_esg_governance,True,03| ESG治理架構,03 | ESG治理架構,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02402_亿华通_2025_ESG报告,g_information_disclosure,True,高標準的公司治理與透明的信息披露，能夠增強投資者、客戶等利益相關方的長期信任，降低資本成本，獲得合作優勢。,"高標準的公司治理與透明的信息披露,能夠增強投資者、客戶等利益相關方的長期信任,降低資本成本,獲得合作優勢",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02651_大众口腔_2025_ESG报告,e_ghg_intensity,True,"溫室氣體排放總量 | 噸二氧化碳當量 | 2,032.94 範圍一 | 噸二氧化碳當量 | 8.35 範圍二 | 噸二氧化碳當量 | 2,024.59 密度 | 噸二氧化碳當量/人民幣萬元營業收入 | 0.05","溫室氣體排放總量 | 噸二氧化碳當量 | 2,032.94 
範圍一 | 噸二氧化碳當量 | 8.35 
範圍二 | 噸二氧化碳當量 | 2,024.59 
密度 | 噸二氧化碳當量/人民幣萬元營業收入 | 0.05",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02651_大众口腔_2025_ESG报告,g_board_diversity,False,截至報告期末，公司董事會由七名董事構成，其中包含三位獨立董事、三位女性董事及一位職工代表董事。,截至報告期末，公司董事會由七名董事構成，其中包含三位獨立董事、三位女性董事及一位職工代表董事。,derived,direct,deterministic_normalization_from_disclosed_evidence,证据明确披露董事会总人数为7名，符合定量指标要求。,"{""numeric_tokens"":[],""evidence_quote"":""截至報告期末，公司董事會由七名董事構成，其中包含三位獨立董事、三位女性董事及一位職工代表董事。""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02676_纳芯微_2025_ESG报告,e_fuel_consumption,True,納芯微能源消耗 | 柴油/升 | 電力消耗/千瓦時 | 綜合能源消耗³/噸標準煤 | 綜合能源消耗強度/噸標煤每百萬營收 2025年 | 14.00,"納芯微能源消耗 | 柴油/升 | 電力消耗/千瓦時 | 綜合能源消耗³/噸標準煤 | 綜合能源消耗強度/噸標煤每百萬營收 
2025年 | 14.00",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
02676_纳芯微_2025_ESG报告,e_water_total,True,"| 總耗水量/噸 | 單位取水量/噸每百萬營收 2025年 | 10,703.00 | 3.18 2024年 | 8,724.00 | 4.45","總耗水量/噸 | 單位取水量/噸每百萬營收 
2025年 | 10,703.00 | 3.18 
2024年 | 8,724.00 | 4.45",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
06198_青岛港_2025_ESG报告,e_fuel_consumption,True,"綜合能源消耗量 | 兆瓦時 | 1,425,499 | 1,411,198 | 1,387,436 其中:1.直接能源消耗 | 兆瓦時 | 534,707 | 531,052 | 495,441","綜合能源消耗量 | 兆瓦時 | 1,425,499 | 1,411,198 | 1,387,436 
其中:1.直接能源消耗 | 兆瓦時 | 534,707 | 531,052 | 495,441",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
06656_思格新能_2025_ESG报告,s_human_rights,True,B4:勞工準則 一般披露 | 有關防止童工或強制勞工的:(a)政策;以及(b)遵守對發行人有重大影響的相關法律及規例的資料。,"B4:勞工準則 
一般披露 | 有關防止童工或強制勞工的:(a)政策;以及(b)遵守對發行人有重大影響的相關法律及規例的資料",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
06810_商米科技-Ｗ_2025_ESG报告,e_ghg_scope1,False,商米溫室氣體排放數據（ISO14064 核算口徑） 2025,商米溫室氣體排放數據（ISO14064 核算口徑） 2025,derived,normalized_or_inferred,deterministic_normalization_from_disclosed_evidence,证据明确披露2025年范围一排放数值及单位。,"{""numeric_tokens"":[""14064"",""2025""],""evidence_quote"":""商米溫室氣體排放數據（ISO14064 核算口徑） 2025""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
09668_渤海银行_2025_ESG暨社会责任报告,g_anti_corruption,True,■ 反腐敗 | | 《渤海銀行黨委關於一體推進不敢腐不能腐不想腐的實施方案》,"反腐敗 | 
| 《渤海銀行黨委關於一體推進不敢腐不能腐不想腐的實施方案",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300035_中科电气_2025_ESG报告,s_employee_rights,True,提供就业机会，保障员工权益，创造安全有保障、关怀有温度的工作环境，实现企业和员工共赢发展。明确禁止雇佣童工和强迫劳动,"提供就业机会，保障员工权益，创造安全有保障、关怀有温度的工作环境，实现企业和员工共赢发展。
- 明确禁止雇佣童工和强迫劳动",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300035_中科电气_2025_ESG报告,s_rural_revitalization,True,中科电气高度重视乡村发展，以乡村振兴为己任，聚焦产业带动、设施共建、民生改善三大重点。公司积极探索可持续帮扶路径，构建企村协同发展新格局，以实际行动赋能乡村振兴。,中科电气高度重视乡村发展，以乡村振兴为己任，聚焦产业带动、设施共建、民生改善三大重点。公司积极探索可持续帮扶路径，构建企村协同发展新格局，以实际行动赋能乡村振兴,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300035_中科电气_2025_ESG报告,g_business_ethics,True,公司秉持公平公正、诚信经营的商业道德准则，要求全员严守法律与道德底线。公司强化全员廉洁管理，要求新入职员工100%签署《廉洁自律协议》。,公司秉持公平公正、诚信经营的商业道德准则，要求全员严守法律与道德底线。公司强化全员廉洁管理，要求新入职员工100%签署《廉洁自律协议,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,e_ammonia_nitrogen,True,废水及大气污染排放 | 化学需氧量(COD) | 吨 | 14.72 | 2.46 | 10.95 氨氮 | 吨 | 0.16 | 0.74 | 0.91,"废水及大气污染排放 | 化学需氧量(COD) | 吨 | 14.72 | 2.46 | 10.95 
氨氮 | 吨 | 0.16 | 0.74 | 0.91",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,e_waste_total,False,一般工业固废生成总量 | 吨 | 34144.15,一般工业固废生成总量 | 吨 | 34144.15,derived,direct,aggregation_of_disclosed_components,证据明确披露一般工业固废和危险废物生成总量，求和得废弃物产生总量。,"{""numeric_tokens"":[""34144.15""],""evidence_quote"":""一般工业固废生成总量 | 吨 | 34144.15""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,e_hazardous_waste,False,"危险废物 | 严格遵守危险废弃物管理要求,转移处置危险废物,并委托有资质的第三方供应商进行转移、处置及回收再利用 | 13036.7","危险废物 | 严格遵守危险废弃物管理要求,转移处置危险废物,并委托有资质的第三方供应商进行转移、处置及回收再利用 | 13036.7",direct,normalized_or_inferred,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,e_air_pollutants,True,大气污染物 | 颗粒物(PM) | 7.57(吨) | 是 | 31.946(吨) | 无 二氧化硫(SO2) | 8.23(吨) | 是 | 157.711(吨) | 无 氮氧化物(NOX) | 7.82(吨) | 是 | 82.78(吨) | 无 其它:铅及其化合物 | 0.258(吨) | 是 | 2.769(吨) | 无,"大气污染物 | 颗粒物(PM) | 7.57(吨) | 是 | 31.946(吨) | 无 
二氧化硫(SO2) | 8.23(吨) | 是 | 157.711(吨) | 无 
氮氧化物(NOX) | 7.82(吨) | 是 | 82.78(吨) | 无 
其它:铅及其化合物 | 0.258(吨) | 是 | 2.769(吨) | 无",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,s_work_injury,True,安全事故具体情况 | 员工损工率 | % | 2.24 | 1.12 | 0.58 百万工时工伤害死亡率 | % | 0 | 0 | 0,"安全事故具体情况 | 员工损工率 | % | 2.24 | 1.12 | 0.58 
百万工时工伤害死亡率 | % | 0 | 0 | 0",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,g_independent_director_ratio,False,董事会作为公司决策的核心机构，由7名董事组成，其中包括3名独立董事,董事会作为公司决策的核心机构，由7名董事组成，其中包括3名独立董事,derived,normalized_or_inferred,ratio_from_disclosed_counts_or_fraction,证据明确给出董事总数7人及独立董事3人，可计算占比。,"{""numeric_tokens"":[""7"",""3""],""evidence_quote"":""董事会作为公司决策的核心机构，由7名董事组成，其中包括3名独立董事""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300068_ST南都_2025_ESG报告,g_esg_governance,True,治理 | No.1 | 信息安全与隐私保护 | No.5 | 反腐败与商业道德 No.2 | 可持续发展治理 | No.6 | 合规与风险管理 No.3 | 利益相关沟通方 | No.7 | 公平竞争 No.4 | 公司治理,"治理 | No.1 | 信息安全与隐私保护 | No.5 | 反腐败与商业道德 
No.2 | 可持续发展治理 | No.6 | 合规与风险管理 
No.3 | 利益相关沟通方 | No.7 | 公平竞争 
No.4 | 公司治理",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,e_electricity_total,True,"绩效指标 | 单位 | 2025年 外购电力 | 兆瓦时 | 144,135.91","绩效指标 | 单位 | 2025年 
外购电力 | 兆瓦时 | 144,135.91",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,e_water_total,True,"整体水资源消耗 | 总耗水量 | 81,228.9 吨 总计用水量 | 578,711 吨","整体水资源消耗 | 总耗水量 | 81,228.9 吨 
总计用水量 | 578,711 吨",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,e_waste_total,True,"无害废弃物总量 | 吨 | 16,205.62 有害废弃物总量 | 吨 | 515.42","无害废弃物总量 | 吨 | 16,205.62 
有害废弃物总量 | 吨 | 515.42",derived,direct,aggregation_of_disclosed_components,证据明确披露无害及有害废弃物总量，求和得废弃物产生总量。,"{""numeric_tokens"":[""16,205.62"",""515.42""],""evidence_quote"":""无害废弃物总量 | 吨 | 16,205.62 \n有害废弃物总量 | 吨 | 515.42""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,s_employee_total,True,"绩效指标 | 单位 | 2025年 员工总数 | 人 | 4,890","绩效指标 | 单位 | 2025年 
员工总数 | 人 | 4,890",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,s_customer_complaints,True,绩效指标 | 单位 | 2025年 客户服务 | 客户投诉数量 | 次 | 108,"绩效指标 | 单位 | 2025年 
客户服务 | 客户投诉数量 | 次 | 108",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300100_双林股份_2025_ESG报告,s_community_investment,True,核心社会贡献指标 | 计量单位 | 2025年度实际数据 慈善捐赠资金总金额 | 万元 | 111.96,"核心社会贡献指标 | 计量单位 | 2025年度实际数据 
慈善捐赠资金总金额 | 万元 | 111.96",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300149_睿智医药_2025_ESG报告,e_air_pollutants,True,废气排放总量 | 吨 | / | 34.16 硫氧化物(SOx)排放量 | 吨 | / | 0.06 颗粒物质(PM)排放量 | 吨 | 0.04 | 0.17,"废气排放总量 | 吨 | / | 34.16 
硫氧化物(SOx)排放量 | 吨 | / | 0.06 
颗粒物质(PM)排放量 | 吨 | 0.04 | 0.17",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300149_睿智医药_2025_ESG报告,s_data_security,True,睿智医药以“预防为主、分级保护、持续改进、客户信赖”为信息安全管理方针，构建了分层分类的信息安全管理架构，并制定《信息安全管理体系总纲》《信息安全事件管理办法》等制度文件。,睿智医药以“预防为主、分级保护、持续改进、客户信赖”为信息安全管理方针，构建了分层分类的信息安全管理架构，并制定《信息安全管理体系总纲》《信息安全事件管理办法》等制度文件,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300149_睿智医药_2025_ESG报告,s_rural_revitalization,True,睿智医药坚持“源于社会、回馈社会”的企业发展理念，将社会责任与乡村振兴融入企业战略。公司依托自身技术与资源优势，通过精准帮扶与公益行动，推动乡村经济发展与居民福祉提升。,睿智医药坚持“源于社会、回馈社会”的企业发展理念，将社会责任与乡村振兴融入企业战略。公司依托自身技术与资源优势，通过精准帮扶与公益行动，推动乡村经济发展与居民福祉提升,,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300149_睿智医药_2025_ESG报告,g_shareholder_meetings,True,公司召开股东会 | 审议通过议案 | 召开董事会 | 董事会成员出席率 | 审议通过议案 3次 | 30项 | 11次 | 100% | 55项 报告期内,"公司召开股东会 | 审议通过议案 | 召开董事会 | 董事会成员出席率 | 审议通过议案 
3次 | 30项 | 11次 | 100% | 55项
报告期内",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300212_易华录_2025_ESG报告,e_fuel_consumption,True,指标 | 基准单位 | 2025年 汽油 | 吨 | 9.38,"指标 | 基准单位 | 2025年 
汽油 | 吨 | 9.38",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300212_易华录_2025_ESG报告,e_water_total,True,"指标 | 基准单位 | 2025年 总用水量 | 吨 | 1,755.74","指标 | 基准单位 | 2025年 
总用水量 | 吨 | 1,755.74",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300212_易华录_2025_ESG报告,s_customer_complaints,False,报告期内，公司未发生客户投诉事件。,报告期内，公司未发生客户投诉事件。,derived,normalized_or_inferred,zero_event_normalization,证据明确披露报告期内未发生客户投诉，数值为0。,"{""numeric_tokens"":[],""evidence_quote"":""报告期内，公司未发生客户投诉事件。""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300212_易华录_2025_ESG报告,g_audit_committee,True,"专门委员会 | 董事数量 | 独立董事数量 | 非独立董事数量 | 主任委员(召集人) 审计委员会 | 3 | 2 | 1 | 独立董事,且具备会计专业背景","专门委员会 | 董事数量 | 独立董事数量 | 非独立董事数量 | 主任委员(召集人) 
审计委员会 | 3 | 2 | 1 | 独立董事,且具备会计专业背景",,,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300261_雅本化学_2025_ESG报告,e_water_total,True,"水 总取水量 | 立方米 | 221,568.00","水 
总取水量 | 立方米 | 221,568.00",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300261_雅本化学_2025_ESG报告,e_air_pollutants,True,废气 颗粒物 | 吨 | 0.92 氮氧化物 | 吨 | 1.34 硫氧化物 | 吨 | 0.12 非甲烷总烃 | 吨 | 2.14 挥发性有机化合物 | 吨 | 0.42,"废气 
颗粒物 | 吨 | 0.92 
氮氧化物 | 吨 | 1.34 
硫氧化物 | 吨 | 0.12 
非甲烷总烃 | 吨 | 2.14 
挥发性有机化合物 | 吨 | 0.42",derived,direct,deterministic_normalization_from_disclosed_evidence,证据明确列出各类大气污染物排放量及单位。,"{""numeric_tokens"":[""0.92"",""1.34"",""0.12"",""2.14"",""0.42""],""evidence_quote"":""废气 \n颗粒物 | 吨 | 0.92 \n氮氧化物 | 吨 | 1.34 \n硫氧化物 | 吨 | 0.12 \n非甲烷总烃 | 吨 | 2.14 \n挥发性有机化合物 | 吨 | 0.42""}",deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300261_雅本化学_2025_ESG报告,e_nox,True,废气 颗粒物 | 吨 | 0.92 氮氧化物 | 吨 | 1.34 硫氧化物 | 吨 | 0.12,"废气 
颗粒物 | 吨 | 0.92 
氮氧化物 | 吨 | 1.34 
硫氧化物 | 吨 | 0.12",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
300261_雅本化学_2025_ESG报告,e_particulate,True,废气 颗粒物 | 吨 | 0.92,"废气 
颗粒物 | 吨 | 0.92",direct,direct,,,,deterministic_canonical_hardening,2026-08-24T13:35:14.356040+00:00
