review_id,report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,source_candidate_count,llm_confidence,llm_reason,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,risk_tag,risk_level,caution_tag,review_reason,needs_manual_check,suspected_issue_type
RS-0065,003030_祖名股份_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司通过自主研发湿豆渣烘干技术及副产物资源化利用项目，将豆渣转化为高附加值猫砂原料，实现废弃物减排与资源循环利用，打造循环经济'祖名样本'。,我们坚持技术创新与绿色发展并行，自主研发湿豆渣烘于技术，并持续深化豆渣、蛋白渣等副产物的资源化利用项目，不断优化烘干工艺与产品适配性，成功将副产物转化为高附加值猫砂原料，不仅有效降低废弃物排放、节约生产成本，更为行业副产物综合利用树立了技术示范，以绿色技术赋能可持续发展,4,003030_祖名股份_2025_ESG报告:p4:b4,paragraph,2,0.0000,明确提及绿色产品技术应用,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0066,600525_ST长园_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司推行绿色产品设计与包装，优先选用环保物料，强化废弃物管理，建设绿色供应链，推动供应商履行环境与社会责任。,推行绿色产品设计与包装，优先选用环保物料。强化废弃物管理，对一般固废和危险废物进行分类、合规处置和回收利用。建设绿色供应链，推动供应商履行环境与社会责任。,7,600525_ST长园_2025_ESG报告:p7:b31,paragraph,5,0.0000,明确提及绿色产品设计与包装,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0067,301588_美新科技_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司产品通过多项绿色认证，包括中国环境标志、绿色产品认证、绿色建材认证等，覆盖室内、室外及健康安全标准。,• 装备升级：配备自动化配料系统，实现物料的精确配比与管道密闭输送 • 生产管控：配备面料生产、改性料制备、型材挤出及表面处理等自动化程度高的生产设备，核心材料如面层材料及颜色母粒都是自主研发生产节能低碳生产 • 节能减污：利用光伏发电+储能设备供能，生产用水100%循环利用 • 能力提升：引入先进装备工艺，推广清洁能源与绿色产品，攻关绿色技术，完善标准与绿色制造服务体系,12,301588_美新科技_2025_ESG报告:p12:b2,list,5,0.9500,直接提及绿色产品推广,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0068,000758_中色股份_2025_ESG暨社会责任报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司印发《中色股份加快绿色发展推动美丽中国建设实施方案(2024-2027)》，通过实施绿色发展战略，建设环保项目，采用绿色技术和设备等措施大幅减少污染物排放和生态破坏。,我们印发《中色股份加快绿色发展推动美丽中国建设实施方案(2024-2027)》通过实施绿色发展战略，建设环保项目，采用绿色技术和设备等措施大幅减少污染物排放和生态破坏。,25,000758_中色股份_2025_ESG暨社会责任报告:p25:b4,paragraph,1,0.0000,明确披露绿色战略方案,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0069,000881_中广核技_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司通过电子束处理特种废弃物技术等绿色产品及服务业务，拓展低碳经济背景下的市场机遇。,"·开展绿色产品及服务业务,例如电子束处理特种废弃物技术。",21,000881_中广核技_2025_ESG报告:p21:b1,table,2,0.9500,直接引用证据,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0070,920299_灿能电力_2025_可持续发展报告,e_green_product,绿色产品与服务,E,qualitative,found,,,灿能电力将绿色低碳理念融入产品设计、包装、电子废弃物回收等全生命周期，推进产品碳足迹认证，打造环境友好型绿色产品。,在产品端，公司推行全生命周期管理，将清洁技术贯穿于产品设计、包装、电子废弃物回收等各个环节，有序推进产品碳足迹认证，全力打造环境友好型绿色产品；,4,920299_灿能电力_2025_可持续发展报告:p4:b5,paragraph,5,0.0000,直接引用产品端描述,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0071,001322_箭牌家居_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,true,,箭牌家居已累计25个型号产品入选用水产品水效领跑者名单，超过140款产品获颁'中国绿色产品认证'，超过170款产品通过'中国绿色建材产品认证'，多款产品获得中国节水产品、中国环境标志产品等权威绿色认证。,目前，公司已累计25个型号产品入选用水产品水效领跑者名单，超过140款产品获颁'中国绿色产品认证'，超过170款产品通过'中国绿色建材产品认证'，同时，公司多款产品获得中国节水产品、中国环境标志产品等权威绿色认证。,28,001322_箭牌家居_2025_ESG报告:p28:b9,paragraph,5,0.9500,明确提及绿色产品认证数量,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0072,600783_鲁信创投_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,鲁信创投将绿色低碳理念融入运营全流程，深化绿色金融战略，为低碳、环保项目提供资金支持，助力绿色经济发展。,鲁信创投积极响应国家“双碳”目标，紧扣《绿色金融支持项目目录（2025年版）》政策导向，将绿色低碳理念深度融入运营全流程，持续完善环境管理体系，健全环境风险应急管控机制，稳步提升资源利用效率，确保各类污染物稳定达标排放。同时，公司深化绿色金融战略落地，为低碳、环保项目提供资金支持，助力绿色经济发展，推动经济社会高质量可持续发展。,23,600783_鲁信创投_2025_ESG报告:p23:b2,paragraph,5,0.0000,直接引用报告内容,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0073,600874_创业环保_2025_可持续发展报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司积极开发绿色产品与技术，包括光伏碳减排计算器及绿色金融应用，强化碳排放管理。,开发建立光伏碳减排计算器并在集团QA平台发布等工作，强化碳排放的监察与管理。,29,600874_创业环保_2025_可持续发展报告:p29:b4,paragraph,5,0.0000,明确提及绿色产品与技术,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0074,603013_亚普股份_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司深耕低排放产品研发与产业升级，成功研发并推广YNTF®技术等多项高效减排方案，切实履行环保主体责任。,紧扣“双碳”战略目标及《国家第六阶段机动车污染物排放标准》的实施要求，亚普股份以绿色技术创新为核心，深耕低排放产品研发与产业升级，为乘用车燃油系统节能降耗及技术革新提供助力。公司提前布局绿色低碳产品赛道，成功研发并推广YNTF®技术等多项高效减排方案，切实履行企业在环保领域的主体责任。,32,603013_亚普股份_2025_ESG报告:p32:b19,paragraph,4,0.9500,明确提及绿色产品及技术,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0075,600651_飞乐音响_2025_可持续发展报告,s_customer_complaints,客户投诉,S,quantitative,found,24,件,,2025年，共处理客户投诉24件，全部得到有效解决。,30,600651_飞乐音响_2025_可持续发展报告:p30:b3,paragraph,5,0.0000,明确数值24,true,false,customer_complaint_count_override,preferred explicit customer complaint count over adjacent zero-event text,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0076,600779_水井坊_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,100%,%,,2025 年，公司通过专项机制确保所有被正式受理的客户投诉实现 100% 的闭环处理。,32,600779_水井坊_2025_ESG报告:p32:b8,paragraph,2,0.0000,明确提及100%闭环处理,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,possible_rate_as_count,high,high_risk_indicator,count-like indicator contains percent/rate expression,true,possible_rate_as_count
RS-0077,600783_鲁信创投_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,,报告期内公司未收到客户投诉事件,38,600783_鲁信创投_2025_ESG报告:p38:b21,paragraph,5,0.0000,明确提及未收到投诉,true,false,zero_event_normalization,normalized zero-event count from evidence_quote,possible_zero_event,low,high_risk_indicator,zero-event normalization needs source evidence review,true,possible_zero_event
RS-0078,920029_开发科技_2025_ESG报告,s_patents,专利数量,S,quantitative,found,39,项,,公司申请专利总数量52件，其中发明专利39件、外观设计专利2件、实用新型专利11件，持续夯实技术壁垒。,19,920029_开发科技_2025_ESG报告:p19:b4,paragraph,5,0.0000,明确提及专利数量52件,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0079,300949_奥雅股份_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,,2025年度工伤 0,25,300949_奥雅股份_2025_ESG报告:p25:b14,paragraph,1,0.0000,明确数值,true,false,zero_event_normalization,normalized zero-event count from evidence_quote,possible_zero_event,low,high_risk_indicator,zero-event normalization needs source evidence review,true,possible_zero_event
RS-0080,600456_宝钛股份_2025_ESG报告,s_patents,专利数量,S,quantitative,found,12,项,,获授权专利12项,3,600456_宝钛股份_2025_ESG报告:p3:b5,paragraph,5,0.0000,明确提及授权专利数量,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0081,301043_绿岛风_2025_ESG报告,s_patents,专利数量,S,quantitative,found,2,项,,发明专利 2,18,301043_绿岛风_2025_ESG报告:p18:b8,title,5,0.0000,明确提及专利数量,true,false,patent_count_unit_from_evidence,filled patent count unit from evidence_quote,evidence_too_short,medium,high_risk_indicator,evidence_quote is too short for reliable verification,true,evidence_too_short
RS-0082,300597_吉大通信_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,,报告期内，公司未收到客户投诉。,57,300597_吉大通信_2025_ESG报告:p57:b32,paragraph,5,0.0000,明确提及未收到投诉,true,false,zero_event_normalization,normalized zero-event count from evidence_quote,possible_zero_event,low,high_risk_indicator,zero-event normalization needs source evidence review,true,possible_zero_event
RS-0083,600884_杉杉股份_2025_ESG报告,s_patents,专利数量,S,quantitative,found,402,项,,公司负极材料业务已有授权专利402项，其中国际专利18项；国内发明专利256项，实用新型,37,600884_杉杉股份_2025_ESG报告:p37:b29,paragraph,5,0.9500,明确数值402项,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0084,002444_巨星科技_2025_ESG报告,s_patents,专利数量,S,quantitative,found,4359,件,,"持有专利数量 | 件 | 4,359",47,002444_巨星科技_2025_ESG报告:p47:b5,table,5,0.0000,明确数值,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0085,600713_南京医药_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,,工伤/亡人数 | 人 | 0 | 0 | 0,37,600713_南京医药_2025_ESG报告:p37:b4,table,1,0.0000,明确数值0,false,false,none,,possible_zero_event,low,high_risk_indicator,zero-event normalization needs source evidence review,true,possible_zero_event
RS-0086,002203_海亮股份_2025_ESG报告,s_patents,专利数量,S,quantitative,found,912,项,,截至2025年末累计拥有专利912项、其中发明专利184项,29,002203_海亮股份_2025_ESG报告:p29:b16,paragraph,5,0.9500,明确数值,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0087,603979_金诚信_2025_ESG报告,s_patents,专利数量,S,quantitative,found,12,项,,国家发明专利 12 项、实用新型专利 20项,62,603979_金诚信_2025_ESG报告:p62:b11,paragraph,5,0.0000,明确提及12项国家发明专利,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0088,600651_飞乐音响_2025_可持续发展报告,s_patents,专利数量,S,quantitative,found,22,件,,授权发明专利数 | 件 | 22,27,600651_飞乐音响_2025_可持续发展报告:p27:b30,table,5,0.9500,明确数值,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0089,001390_古麒绒材_2025_可持续发展报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0090,600651_飞乐音响_2025_可持续发展报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,4,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0091,301185_鸥玛软件_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,5,0.0000,明确数值0 conservative_missing,false,false,conservative_missing,"work-injury evidence maps to insurance, lost workdays, or deaths rather than accident count",normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0092,06198_青岛港_2025_ESG报告,s_patents,专利数量,S,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0093,688503_聚和材料_2025_ESG报告,s_patents,专利数量,S,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0094,002851_麦格米特_2025_ESG暨社会责任报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,1,0.0000,明确数值匹配 conservative_missing,false,false,conservative_missing,"work-injury evidence maps to insurance, lost workdays, or deaths rather than accident count",normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0095,001287_中电港_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,4,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0096,000503_国新健康_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0097,688598_金博股份_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0098,600759_ST洲际_2025_ESG报告,s_patents,专利数量,S,quantitative,missing,,,,,,,,3,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0099,603128_华贸物流_2025_ESG报告,s_patents,专利数量,S,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0100,300982_苏文电能_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0101,600072_中船科技_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0102,301308_江波龙_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0103,601118_海南橡胶_2025_ESG报告,s_patents,专利数量,S,quantitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0104,600009_上海机场_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,3,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0105,603333_尚纬股份_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,found,,,公司建立了全面的质量管理体系，包括最高管理层负责、独立质量部门、多部门协同及ISO标准认证，确保产品质量安全。,"最高管理层 | 总经理是产品质量安全的第一责任人,管理者代表由公司高层领导担任,全面负责质量管理体系的建立、实施和保持 质量部 | 设立独立的质量部,下设质量保证和质量控制职能模块,质量保证模块负责体系流程、供应商质量管理、客户投诉处理与改进,质量控制模块负责从进料至出货的全过程检验与测试 各支持部门 | 技术部、生产管理部、供应链管理部、商务运营部分别承担设计质量、过程质量、来料质量和服务质量的相关职责,与质量部协同运行质量管理职责",28,603333_尚纬股份_2025_ESG报告:p28:b8,table,5,0.9500,明确描述质量管理体系,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0106,002490_山东墨龙_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,true,,公司严格遵循《公司章程》等有关规定，依法依规开展董事提名与选聘工作，综合考量性别、年龄、文化与教育背景、专业经验、技能及知识结构等维度，持续优化董事会构成。,山东墨龙将董事会多元化与包容性治理视为提升治理效能、保障科学决策、支撑长期可持续发展的重要基石。公司严格遵循《公司章程》等有关规定，依法依规开展董事提名与选聘工作，综合考量性别、年龄、文化与教育背景、专业经验、技能及知识结构等维度，持续优化董事会构成。,16,002490_山东墨龙_2025_ESG报告:p16:b10,paragraph,5,0.0000,明确披露董事会多元化选聘标准,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0107,001322_箭牌家居_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,公司积极推进董事会多元化建设，充分考虑性别、年龄、文化及教育背景、专业经验、知识技能等多方面因素，确保董事会构成多元化配置。截至报告披露日，董事会由11名董事组成，其中女性董事3名，独立董事4名，职工代表董事1名，实现性别、专业背景、知识结构多元化。,公司积极推进董事会多元化建设，为董事会决策提供多元视角。在选举董事会成员时公司充分考虑性别、年龄、文化及教育背景、专业经验、知识技能等多方面因素，以确保董事会构成的最优化。截至本报告披露日，公司董事会由 11 名董事组成，其中职工代表董事 1 名、独立董事 4 名、女性董事 3 名，在性别、专业背景、知识结构等方面实现多元化配置，保障决策的全面性与科学性。,17,001322_箭牌家居_2025_ESG报告:p17:b2,paragraph,5,0.0000,明确披露董事会多元化,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0108,920299_灿能电力_2025_可持续发展报告,s_safety,安全生产,S,qualitative,found,,,公司构建全流程安全生产管理体系，通过ISO45001认证，实施风险防控、安全培训及应急管理，坚守'零重大安全事故'承诺，保障员工健康与企业安全生产。,公司严格遵守安全生产与职业病防治相关法律法规，构建了全流程安全生产管理体系，并通过ISO45001职业健康安全管理体系认证。我们将职业健康安全管理融入生产运营各环节，通过风险防控、安全培训、应急管理等措施，坚守“零重大安全事故”承诺，切实保障员工健康与企业安全生产。,65,920299_灿能电力_2025_可持续发展报告:p65:b1,paragraph,5,0.0000,明确披露安全生产措施,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0109,600456_宝钛股份_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,found,,,公司构建了以'能力'和'贡献'为导向的薪酬福利与绩效考核体系，建立了基于岗位价值、能力素质和业绩贡献的六大序列、十三个职等的职业发展通道和薪酬体系，强化'多劳者多得、技高者多得、创新者多得'的激励效果。,公司构建了以'能力'和'贡献'为导向的薪酬福利与绩效考核体系，让员工的付出与努力得到充分认可，同时高度关注员工职业健康，努力营造和谐稳定的劳动关系。公司严格按照国家规定为全体员工足额缴纳养老、医疗、失业、工伤等社会保险及住房公积金，保障员工基本福利。,27,600456_宝钛股份_2025_ESG报告:p27:b20,paragraph,4,0.9500,明确提及薪酬体系,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0110,003030_祖名股份_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,公司重视董事会多元化建设，在董事构成中综合考虑专业背景、履职经验、性别等因素，持续提升董事会决策的科学性和有效性。,公司重视董事会多元化建设，在董事构成中综合考虑专业背景、履职经验、性别等因素，持续提升董事会决策的科学性和有效性。,12,003030_祖名股份_2025_ESG报告:p12:b17,paragraph,5,0.0000,直接提及董事会多元化,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0111,688515_裕太微_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司严格遵守安全生产相关法律法规，制定职业健康管理制度，成立领导小组，开展风险评估、健康体检及培训，报告期内未发生重大安全事故。,公司严格遵守《中华人民共和国安全生产法》《中华人民共和国消防法》《中华人民共和国职业病防治法》等法律法规要求，结合公司实际运营情况，制定了《职业健康管理制度》。公司成立了职业健康管理领导小组，负责总领并推动落实职业健康相关工作，各职能部门参与协助完成。职业健康管理领导小组执行国家职业病防治法律法规，对办公室工作中的人体工效学风险、心理风险等职业健康风险进行识别和评估，并组织健康体检、职业健康培训等项目，开展健康宣传和文体活动，从而预防和控制职业健康风险，保障员工身心健康。同时，公司明确了日常应急管理和响应流程、安全培训和检查要点、消防管理等关键要素，覆盖安全管理的各个重要环节与必要流程，为企业安全运营提供了坚实保障。报告期内，公司未发生重大以上安全事故。,50,688515_裕太微_2025_ESG报告:p50:b2,paragraph,5,0.9500,直接引用相关段落,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0112,600783_鲁信创投_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,公司通过多元化视角与专业知识互补，拓宽董事会决策思路，提升公司重大决策的科学性、前瞻性与专业性。报告期内，女性董事的占比为11.11%。,公司高度重视董事会多元化建设，在董事会成员遴选过程中综合考量候选人在性别、年龄、文化教育背景、专业经验及技能等多维度的差异性，通过多元化视角与专业知识互补，拓宽董事会决策思路，提升公司重大决策的科学性、前瞻性与专业性。报告期内，女性董事的占比为11.11%。,16,600783_鲁信创投_2025_ESG报告:p16:b21,paragraph,5,0.9500,明确披露董事会多元化建设及女性董事占比,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0113,601956_东贝集团_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,东贝集团在董事选拔中充分考量年龄、文化背景、专业领域、资历及实践经验等多维度因素，持续优化成员结构，提升董事会决策的科学性与包容性。,东贝集团将董事会多元化视为创新发展与稳健决策的基石，在董事选拔中充分考量年龄、文化背景、专业领域、资历及实践经验等多维度因素，持续优化成员结构，提升董事会决策的科学性与包容性。,17,601956_东贝集团_2025_ESG报告:p17:b1,paragraph,5,0.0000,直接引用董事会多元化描述,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0114,688279_峰岹科技_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司严格遵守安全生产法律法规，建立职业健康安全管理体系，定期开展安全风险识别、职业卫生培训，配备劳动防护用品，未发生因工亡故事件，设立内部投诉举报渠道，对供应商执行合规审查标准。,公司始终严格遵守《安全生产法》《职业病防治法》等国家及地方法律法规，建立并持续完善职业健康安全管理体系。我们通过定期开展安全风险识别、组织职业卫生培训、配备必要的劳动防护用品等措施，为员工提供安全、健康的工作环境，有效防范各类职业危害。报告期内，公司未发生任何因工亡故事件，2023年至2025年因工亡故人数及占比均为0，因工伤导致的损失工作日数亦为0。为消除用工违规行为，公司设立内部投诉举报渠道，明确受理流程，对举报人严格保密并杜绝打击报复。发现违规情形时，公司立即开展调查核实，视情节采取纠正与惩处措施，并修订管理制度、优化入职审查流程，从源头消除风险。同时，公司对供应商执行同等合规审查标准，确保供应链用工合法合规。,16,688279_峰岹科技_2025_ESG报告:p16:b4,paragraph,4,0.0000,直接引用安全生产相关内容,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0115,002958_青农商行_2025_可持续发展报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,本行董事选聘充分考虑性别、年龄、专业背景等多方面平衡，覆盖会计学、金融学、经济学、管理学等专业领域，推动董事会多元化。,本行董事均按照《公司法》《公司章程》的有关规定选举、聘任产生，立足企业的实际发展需求，在选聘时充分考虑包括性别、年龄、专业背景等多方面的平衡，致力于推动董事会多元化。本行董事成员覆盖会计学、金融学、经济学、管理学等各项专业领域，为公司经营决策和规范运作提供合理、科学的意见和建议。,16,002958_青农商行_2025_可持续发展报告:p16:b17,paragraph,5,0.0000,直接引用董事会多元化描述,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0116,688279_峰岹科技_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,found,,,公司建立并持续完善职业健康安全管理体系，通过定期安全风险识别、职业卫生培训及配备劳动防护用品等措施，保障员工安全健康。报告期内未发生因工亡故事件，因工伤损失工作日数为0。,公司始终严格遵守《安全生产法》《职业病防治法》等国家及地方法律法规，建立并持续完善职业健康安全管理体系。我们通过定期开展安全风险识别、组织职业卫生培训、配备必要的劳动防护用品等措施，为员工提供安全、健康的工作环境，有效防范各类职业危害。报告期内，公司未发生任何因工亡故事件，2023年至2025年因工亡故人数及占比均为0，因工伤导致的损失工作日数亦为0。,16,688279_峰岹科技_2025_ESG报告:p16:b4,paragraph,3,0.0000,明确披露职业健康措施及结果,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0117,600630_龙头股份_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司及旗下工厂已获ISO 45001职业健康安全管理体系认证，报告期内未发生重大安全事故，安全生产形势稳定。,为持续加强职业健康与安全管理，公司及旗下针织九厂、时尚定制、江苏大丰工厂和三枪针织均已获得 ISO 45001 职业健康安全管理体系认证证书。相关认证充分体现了公司在员工职业健康与安全管理方面的持续投入和规范化管理水平，有助于进一步提升安全生产管理效能，夯实公司在可持续发展和安全生产领域的合规基础。报告期内，公司未发生因工死亡及重大火灾事故，未发生重大职业健康安全事故，安全生产形势保持稳定受控。,52,600630_龙头股份_2025_ESG报告:p52:b14,paragraph,5,0.0000,直接引用认证和事故数据,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0118,301073_君亭酒店_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司建立了职业健康安全管理体系，覆盖全部员工，工伤保险和安全生产责任险覆盖率达100%，无死亡事故，投入金额38万元。,"职业健康安全管理体系覆盖员工数 | 人 | 1,594 可记录工伤数量 | 人 | 8 工伤导致的死亡数量 | 人 | 0 工伤保险、安全生产责任险的投入金额 | 万元 | 38 工伤保险、安全生产责任险的人员覆盖率 | % | 100",54,301073_君亭酒店_2025_ESG报告:p54:b20,table,5,0.0000,明确披露安全体系覆盖及数据,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0119,688218_江苏北人_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,found,,,公司重视董事会多元化建设，充分考量行业经验、专业背景与性别结构等因素，持续优化董事会构成与独立性。目前董事会由6名董事组成，其中独立董事2名、女性董事1名，以更为多元的视角与能力结构，促进重大事项审议的科学性、客观性与全面性。,公司重视董事会多元化建设，充分考量行业经验、专业背景与性别结构等因素，持续优化董事会构成与独立性。目前董事会由6名董事组成，其中独立董事2名、女性董事1名，以更为多元的视角与能力结构，促进重大事项审议的科学性、客观性与全面性。,9,688218_江苏北人_2025_ESG报告:p9:b5,paragraph,5,0.0000,明确提及董事会多元化,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0120,301308_江波龙_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0121,002037_保利联合_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0122,01847_云南建投混凝土_2025_ESG报告,s_safety,安全生产,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
