report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,evidence_quote,page_no,block_id,block_type,risk_tag,risk_level,caution_tag,suspected_issue_type,risk_reason
603329_上海雅仕_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,found,true,,ESG治理架构 2,5,603329_上海雅仕_2025_ESG报告:p5:b15,title,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
605488_福莱新材_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,found,true,,·生物多样性保护 47,2,605488_福莱新材_2025_ESG报告:p2:b18,list,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
688128_中国电研_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,恪守商业道德 97,2,688128_中国电研_2025_ESG报告:p2:b20,paragraph,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
688128_中国电研_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,found,true,,可持续发展治理架构 2,7,688128_中国电研_2025_ESG报告:p7:b6,title,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
688400_凌云光_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,数据安全与客户隐私保护,13,688400_凌云光_2025_ESG报告:p13:b15,paragraph,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
920039_国义招标_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,found,true,,可持续发展治理架构 2,9,920039_国义招标_2025_ESG报告:p9:b10,title,possible_policy_as_boolean,medium,,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
920299_灿能电力_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,found,true,,环保处罚事件 | 起 | | 0,38,920299_灿能电力_2025_可持续发展报告:p38:b11,table,possible_policy_as_boolean,medium,high_risk_indicator,possible_policy_as_boolean,boolean evidence is only a short title-like phrase
000403_派林生物_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,公司连续六年实现员工零工伤死亡事故，未发生任何重大违反职业健康安全法律法规的事件，亦未收到相关监管处罚。,31,000403_派林生物_2025_ESG报告:p31:b21,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000537_绿发电力_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤/亡人数 | 人 | 0 | → | 0,28,000537_绿发电力_2025_ESG报告:p28:b24,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000557_西部创业_2025_可持续发展报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,found,0,吨,产生的无害废弃物总量 | 吨 | - | 0,50,000557_西部创业_2025_可持续发展报告:p50:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000598_兴蓉环境_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,报告期内，公司未发生工伤事故。,26,000598_兴蓉环境_2025_ESG报告:p26:b5,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000628_高新发展_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,found,0,立方米,颗粒物(PM)排放量 | 立方米 | 0,60,000628_高新发展_2025_ESG报告:p60:b2,table,possible_zero_event,low,,possible_zero_event,zero-event normalization needs source evidence review
000758_中色股份_2025_ESG暨社会责任报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,客户投诉数量 | 件 | 0 | 0 | 0,51,000758_中色股份_2025_ESG暨社会责任报告:p51:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000777_中核科技_2025_ESG暨社会责任报告,s_safety,安全生产,S,qualitative,found,0,起,安全生产事故数 | 起 | 0,53,000777_中核科技_2025_ESG暨社会责任报告:p53:b1,table,possible_zero_event,low,,possible_zero_event,zero-event normalization needs source evidence review
000881_中广核技_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,因工伤关系而死亡的员工人数 | 人 | 0 | 0 | 0,48,000881_中广核技_2025_ESG报告:p48:b3,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000968_蓝焰控股_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,起,接获关于产品/服务的投诉数量 | 起 | 0,44,000968_蓝焰控股_2025_ESG报告:p44:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000968_蓝焰控股_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤人数0人 | 工伤事故发生数0起 | 工伤事故死亡率0%,32,000968_蓝焰控股_2025_ESG报告:p32:b9,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
000998_隆平高科_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,天,2025年 因工伤损失的工作日数 | 天 | 0,94,000998_隆平高科_2025_ESG报告:p94:b0,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
002011_盾安环境_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,次,客户投诉数量 | 次 | 0 | 0 | 0,30,002011_盾安环境_2025_ESG报告:p30:b9,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
002035_华帝股份_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,found,0,排放量,2025 年，公司实现 0 排放大气污染物二氧化硫。,30,002035_华帝股份_2025_ESG报告:p30:b32,list,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
002035_华帝股份_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,0,人,女性董事人数 | 人 | 0 | 1 | 1,47,002035_华帝股份_2025_ESG报告:p47:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
002444_巨星科技_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,found,0,千克,氮氧化物( $NO_x$ )排放量 | 千克 | 0,46,002444_巨星科技_2025_ESG报告:p46:b4,table,possible_zero_event,low,,possible_zero_event,zero-event normalization needs source evidence review
002568_百润股份_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,总工伤人数 | 人 | 0,45,002568_百润股份_2025_ESG报告:p45:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300035_中科电气_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,起,有害物质客户投诉事件 | 起 | 0 | 0 | 0,64,300035_中科电气_2025_ESG报告:p64:b0,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300068_ST南都_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,found,0.00,吨,挥发性有机物 | 吨 | 0.00 | 0.00 | 0.00,41,300068_ST南都_2025_ESG报告:p41:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300212_易华录_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,报告期内，公司未发生安全生产事故及员工伤亡事件。,41,300212_易华录_2025_ESG报告:p41:b24,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300597_吉大通信_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,报告期内，公司未收到客户投诉。,57,300597_吉大通信_2025_ESG报告:p57:b32,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300832_新产业_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,次,收到的与侵犯客户隐私有关的经证实的投诉总数0 | 因违反规定而受到罚款或处罚的事件0 | 产品召回数量0,5,300832_新产业_2025_ESG报告:p5:b29,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300832_新产业_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤事故：死亡事故为0；重伤事故为0,28,300832_新产业_2025_ESG报告:p28:b23,list,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
300949_奥雅股份_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,2025年度工伤 0,25,300949_奥雅股份_2025_ESG报告:p25:b14,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
301185_鸥玛软件_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,found,0,吨CO_2,直接温室气体排放量(范围1) | $吨CO_2$ | 0,48,301185_鸥玛软件_2025_ESG报告:p48:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
301185_鸥玛软件_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,起,客户投诉量为0起,10,301185_鸥玛软件_2025_ESG报告:p10:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
301308_江波龙_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,件,2025年，江波龙发生工亡事故数量0件，无重大工伤事故,60,301308_江波龙_2025_ESG报告:p60:b1,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
301522_上大股份_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,found,0,吨,挥发性有机化合物 (VOCs) 排放量 | 吨 | 0 | 0 | 0,45,301522_上大股份_2025_ESG报告:p45:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600009_上海机场_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,found,0,吨,硫氧化物（SO.）、挥发性有机物（VOCs）0吨,23,600009_上海机场_2025_ESG报告:p23:b21,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600025_华能水电_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,员工伤亡人数 | 人 | 0 | 0 | 0,35,600025_华能水电_2025_ESG报告:p35:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600199_金种子酒_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,工伤事故数 | 起 | 0 | 0,41,600199_金种子酒_2025_ESG报告:p41:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600259_中稀有色_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,次,客户投诉数量 | 次 | 0,39,600259_中稀有色_2025_ESG报告:p39:b4,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600278_东方创业_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,项,客户投诉量 | 项 | 0,37,600278_东方创业_2025_ESG报告:p37:b0,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600331_宏达股份_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,found,0,吨,挥发性有机化合物(VOCs) | 吨 | 0,16,600331_宏达股份_2025_ESG报告:p16:b22,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600475_华光环能_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤人数 | 人 | 0,56,600475_华光环能_2025_ESG报告:p56:b19,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600713_南京医药_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤/亡人数 | 人 | 0 | 0 | 0,37,600713_南京医药_2025_ESG报告:p37:b4,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600783_鲁信创投_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,报告期内公司未收到客户投诉事件,38,600783_鲁信创投_2025_ESG报告:p38:b21,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
600855_航天长峰_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤人数 | 人 | 0,51,600855_航天长峰_2025_ESG报告:p51:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
601118_海南橡胶_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,0,人,女性 | 人 | 0 | 0,55,601118_海南橡胶_2025_ESG报告:p55:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603013_亚普股份_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,报告期内 | 安全生产事故数0起,52,603013_亚普股份_2025_ESG报告:p52:b14,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603082_北自科技_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,客户投诉数量0件,50,603082_北自科技_2025_ESG报告:p50:b23,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603272_ST联翔_2025_ESG暨社会责任报告,s_work_injury,工伤事故,S,quantitative,found,0,人,因工伤关系而死亡的员工人数 | 人 | 0 | 0 | 0,35,603272_ST联翔_2025_ESG暨社会责任报告:p35:b0,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603333_尚纬股份_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,次,电缆质量不合格引起的客户投诉或退货次数 | 次 | 0 | 0(达成),33,603333_尚纬股份_2025_ESG报告:p33:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603399_永杉锂业_2025_可持续发展报告,s_work_injury,工伤事故,S,quantitative,found,0,件,重大工伤事故数 | 件 | 0,50,603399_永杉锂业_2025_可持续发展报告:p50:b16,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603660_苏州科达_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,0,人,女性董事 | 人 | 0 | 0,31,603660_苏州科达_2025_ESG报告:p31:b4,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603808_歌力思_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤人数 | 人 | 0 | 0 | 0,51,603808_歌力思_2025_ESG报告:p51:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
603918_金桥信息_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起/年,重大工伤事故发生率为0、员工作业轻伤率为0,31,603918_金桥信息_2025_ESG报告:p31:b21,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
605199_ST葫芦娃_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,因工伤关系而死亡的员工人数 | 人 | 0 | 0 | 0,45,605199_ST葫芦娃_2025_ESG报告:p45:b6,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
688051_佳华科技_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,全年无应急事故、工伤事故，无重伤和死亡事故,36,688051_佳华科技_2025_ESG报告:p36:b6,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
688409_富创精密_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,起,工伤事件总数 | 起 | 0 | 5,54,688409_富创精密_2025_ESG报告:p54:b3,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
688439_振华风光_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,投诉数量 | 件 | 0,42,688439_振华风光_2025_ESG报告:p42:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
688515_裕太微_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,工伤人数 | 人 | 0 | 0,54,688515_裕太微_2025_ESG报告:p54:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
688618_三旺通信_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,found,0,起,安全生产事故数 | 起 | 0,46,688618_三旺通信_2025_ESG报告:p46:b1,table,possible_zero_event,low,,possible_zero_event,zero-event normalization needs source evidence review
688618_三旺通信_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,found,0,人,总工伤人数 | 人 | 0,46,688618_三旺通信_2025_ESG报告:p46:b1,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
920039_国义招标_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,件,客户投诉事件 | 件 | 0,58,920039_国义招标_2025_ESG报告:p58:b2,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
920299_灿能电力_2025_可持续发展报告,s_customer_complaints,客户投诉,S,quantitative,found,0,次,客户投诉次数 | 次 | 0,52,920299_灿能电力_2025_可持续发展报告:p52:b3,table,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
920665_科强股份_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,found,0,吨,有害废弃物排放0吨,32,920665_科强股份_2025_ESG报告:p32:b8,paragraph,possible_zero_event,low,high_risk_indicator,possible_zero_event,zero-event normalization needs source evidence review
